Hotels,Ratings,Distance,District,Price,Link,Star,Descriptions
Barco El Marques,"8,3","a 5,5 km del centro",,€ 435,https://www.booking.com/hotel/es/barco-el-marques.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AoLW6a0GwAIB0gIkYTczM2I0ZTUtYzZlZi00ZmY3LTk5MDUtMjhjMjg2MGY3YmMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=bb286ed493710171&srepoch=1706715950&all_sr_blocks=821151801_344838853_2_0_0&highlighted_blocks=821151801_344838853_2_0_0&matching_block_id=821151801_344838853_2_0_0&sr_pri_blocks=821151801_344838853_2_0_0__43460&from=searchresults#hotelTmpl,4 de 5,"Barco El Marques es un alojamiento con terraza que está en Barcelona, a menos de 1 km de Platja del Fòrum, a 1,7 km de Platja de Llevant y a 1,7 km de Platja del Litoral. Este barco dispone de parking privado gratis, recepción 24 horas y wifi gratis.

Este barco con aire acondicionado consta de 2 dormitorios independientes, 2 baños y una sala de estar. Hay toallas y ropa de cama en el barco.

Port Olimpic está a 5,8 km del alojamiento, y Sagrada Familia está a 6,1 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 19 km."
Sonder Casa Luz,"8,4",a 450 m del centro,,€ 792,https://www.booking.com/hotel/es/casa-luz-barcelona.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AoLW6a0GwAIB0gIkYTczM2I0ZTUtYzZlZi00ZmY3LTk5MDUtMjhjMjg2MGY3YmMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=bb286ed493710171&srepoch=1706715950&all_sr_blocks=596194813_328913233_2_2_0&highlighted_blocks=596194813_328913233_2_2_0&matching_block_id=596194813_328913233_2_2_0&sr_pri_blocks=596194813_328913233_2_2_0__79221&nad_id=3787926c-b8c7-4555-aa2e-cbc50370d238_1&nad_cpc=0.84&nad_track=eyJyYW5rIjoxLCJrb2RkaVRyYWNraW5nSW5mbyI6Ikw4aEtqODZOVTJvb1lPVlJqNkIzMTQ2NE5ob0MvamdkM3E4M081bHFndGJsMHJPNTNtVXdEYXNzSUtWdXhlYzdOaWdNalpFdVh4b2lKWExNaHQxRVdLZzNRWUt2a2lDSUlubFpEWjh5NmRZeExwd2plVnFIajNDN3F5VHdkWXp2QkNqYXpaaFp1VnV5b2tQNDlaT2tLblpFN0NCRUZCLzRNK2t1UXZNeXY4cnB1NlNSNGtyc041dFN4RC9ZVDhFT2tWM2kvU2FFeWl4QnVYTjc5czFybG5LSFJSM0tGQkxsQWJHczlqZWxXc1FpWFUzbFJFOHJ2MVJJeHUrdFZ4VUZmVkZvNXNDYWNUUEtMTjdhdXZUMjBYcSt6MVFKeGZ2N0xmQVVqbjFjRnpmN1dUU0VCMDBXaTNyV2RNc1JEQ3k1NDBac0g0a0dzeVg1NTVRUnExTy80bmtnOFg0T2d2MFBDc0xTMzVkSUVhcFVKTjlLTlAzejVQcHpiMVhEY3ZjdFRnVFpjUVFDR3Z3UVQ2YUVEWXFKUm1BNnRQVDRScURBMVM4QkpKeWMvZkN3ZmtVUTBOQVduTUhZQjI1a1Rkdi8ySTdveU00RmI2aHd1NXBzUFk5c0tpZzRHWTluOWhBU0s4K2pod1BIbWlPc0FtVGM2SzJyRm1IVjk0UmNUUjg5dnNyTkhzUTE0NllBNVJYNmN1S3NibVNsaUNtbkdTM0lBdlI2d1lqbWNvenZTanV0d1hodXNrTVJ0VFVYenU2cTkzTlJ0cjF4N2FJb0VlWTY5a3k5bTNuZW4xS3c4V3o3WjlrV0NPZndSL0JOSWxrYmtCWHF1Z3BXYWYvSmRqZ1FJdlE3c2g2NUN5K1FoZ3ptcHZqNFVDZ3FIYzBHODBicVdHYnhuaER3TW5TSTFkRkFXL09iODU5bmc1TFRaSGIzcFdvNDlPZkNPQStFVUl4NlJHZFFXcmZLeXl0ZU5MZEtBbkRyeFpYcHplaUJIa3NHUllIQ0ZVNFZyK0kyVEJqQWNVZVlrdHFKTk01UkdocVNzeGkrbTVuMUNzN1YyYm5kVjZQdHQ4WWt6eldrcEVPRjdlMEVFelR5dW9kaTJ6WTEwdXlYNFJ6d0NmaU4xQUdLQWd2VnFlbHBxQW9wdTBZY0RrbnpRZmJ2UjkrdFBFQjlDQWsyWk1xUVh5S3FtWU96TjdyRWtUc2RYbjhXUWZmMmxtR0p4ajJqOUpETzlydjhoZC9Sc25PV2FjazY5ekt4Zm9RcVlsNUVlZXlUY1EzaHJvL3pTYlBGWnVZeVZHTlczcXZwYlFabXorUkdTNjFYS1hMcEdmSHVCcHN0TlFUTWpycXFSUU9BbFRhK0IzTm8zOHNoTGp5WHRyUVh0c040WXR2cVN0czFYK0MyRitsNCs3QkFtWE1sTWNqM3RqRDNqTXdaWFRFZHZIbnVITmlUSUdCVUY4bjdnTUdDdEpHOUIzR0xZbmI3aUlXV1M5T05uTEdkaElpa01qR2hkNERFTmw1VFBNb09uU09zYWFVWTg5WnRCQmpwanhQUVdFaUJIUHBvRFo0TGVoSVFiSkl2ZWh3bjdXUDRIUkpXYmY2c29EaXZ4c0NSRkZLbUlzWkJhK0d2YU1vZWpwL01rUXRORU1GT2ZTTmZFa2t4UFFXVnMxeDVrQlZ0MG5jbFVLbVQ5UXZqL1JzcTdJeUdjNjZRa2JhT0JleGFBc29vNFlLZXB4TFVHemtZTU5rOFJoL2F4U3Rud0x3NGdhRGt1Qi96RXAwLzFaSlgxZDZHRXJpUnBzUjgyTE44OStSM0VtZGxTMnI5TGRNWUxVVmN1OVJlbXBIR2xWbmxNRnV5RDRMMzBDZmMvSmJsMjZXV0NkVElsdEx2U3BpazBKQ08weFNqakxNN2FlUlZKU1g2VFJPamVhZGxVM3dPSEdkd1Q3MEJxNGxndVhPT2hhd0JlNFB0eGx0SlRRTG1wc0NXUlBwVmhsRTdCOGN5RU1CbFgvZUR3RWdmU2pxRzhhSzRPVXJJUEpvTVMrY2YwejlXM1hBbHFHNkpTYXhQR05PWnplUzA5YVRFWFl1STFFNWJnNndtL3R6Y1F5dS94Z00yczRsZllRcE9hNjhjYWQvWERtMTJGTjZQejh3citvUXdPa0s3V2hTRURlcEdGWmZVTmFrMDF3Tnd2Nk5oY3ZUNVJjSVYyZER5UHhNNFBGV29ocC83RGZBdksxV2d1KzEveEhyOWs1Tm1BMjZQR1h5bm02Z3FLYURUb09OM2JiL1h3aFlrR25NMkY4V094dmRZMTM1Sk1LWGZDdVorZlVLZkN6T1gvUWgzclN5dmszcTkwVHhCdkxuMXNLTlN6SGdXT2VCWVAwbDQzdjAvK1g1WEYxNmNudUJDVU9Fa1RIbC8xYllSQVlCb1E2VkliM2NXUVN6RHA2ZnJVVk1yRU1xUUladFJnZktyNkw3a3lqclhwcXFzdXdiMXF2R1BHN0FDc01jTGpubTNYdVdUN2dJZlhKbCswRlNUSDgrRFpmOWo2cUVpektscmswNGwzTUN5alA3elFrNkFIMWhhRkxnUlI1dVE1TG5WUm15T0RuRnJQNXUyREgxZXFwNlVDTG54dFVQc2VzUklRK2ZneUVualhkS1VNU01GNnRBWk1BdUt6Uzl6cS8yd0k3NVhqV0NucUFMY3d6SDB6UUZNUlJEdUNGd0RXT0kvTU1TSFJSOUpaS0Evekl2NitTSFVXUzdaalV1TFdSc0NYanhoZEJDeVh5ZTRNcWZqR1k3Rkh3dGVCaVYwMjFjanhHQ0xBNDlrWXRScGxMU241L3BkcUtkdUh6b3dkL3g1cXRXTGFZUlBuQmt0L1BPdUNOMFFuNWRjZjNML0FaTnpBM3lFM0pWRGZIcURhd3Z0RWthTldvY29lMFB5OXltdk9jYVpzbk9vTnppZFJENTZ6Y2ZCRTk0Qi9VRnVWWEFjSGhYajVkNll1d1RzUTJERGhlZnBPbGhreFFvcGJPN2lKQyt1cnBaS0U3Y3hmSk1FUE9JSWQxWjIwdTR5NSt6aFFZRFNON1IrTnNVUUdzWnlnMXFlV2lzVlprekRURWVYd0xoV0djTVlpUUkvRWVSWEMyQTB2Q29ESUNWTE5LbDZ1YXgyWlV2Zzg1VmExZlVWb3BKcThTc0ZqVU1UMDRZY2g0MGVrZVExRjZZMHB1U25jOERGS0EzSVRDT3EzdUw1TCtLUXhaU1d0ZFUwYlVzRzlMdEoydlZkZGM1RGhnblFvc090bFFvVlNIMHllWWtFN3N2WDNndz0ifQ%3D%3D&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4 de 5,"El Sonder Casa Luz se encuentra en Barcelona y ofrece terraza, desayuno y servicio de limpieza gratuito. Los huéspedes podrán visitar el cercano museo de arte contemporáneo MACBA, el mercado de La Boquería y la Rambla del Raval.

El establecimiento alberga un restaurante.

Entre los sitios de interés cercanos al hotel están el paseo de Gracia, la Casa Batlló y la plaza de Cataluña. El aeropuerto de El Prat, situado a 14 km del Sonder l Casa Luz, es el más cercano."
QUIET ROOM IN THE CITY CENTER,"9,5","a 1,9 km del centro",,€ 220,https://www.booking.com/hotel/es/quiet-room-in-the-city-center.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AoLW6a0GwAIB0gIkYTczM2I0ZTUtYzZlZi00ZmY3LTk5MDUtMjhjMjg2MGY3YmMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=bb286ed493710171&srepoch=1706715950&all_sr_blocks=1147421001_387583453_2_1_0&highlighted_blocks=1147421001_387583453_2_1_0&matching_block_id=1147421001_387583453_2_1_0&sr_pri_blocks=1147421001_387583453_2_1_0__22000&from=searchresults#hotelTmpl,3 de 5,QUIET ROOM IN THE CITY CENTER se encuentra en Barcelona.
Apartamento Eixample Sants Estació,"8,7",a 2 km del centro,,€ 701,https://www.booking.com/hotel/es/apartamento-eixample-sants-estacio.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AoLW6a0GwAIB0gIkYTczM2I0ZTUtYzZlZi00ZmY3LTk5MDUtMjhjMjg2MGY3YmMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=bb286ed493710171&srepoch=1706715950&all_sr_blocks=421001801_277268415_3_0_0&highlighted_blocks=421001801_277268415_3_0_0&matching_block_id=421001801_277268415_3_0_0&sr_pri_blocks=421001801_277268415_3_0_0__70100&from=searchresults#hotelTmpl,2 de 5,"Apartamento Eixample Sants Estació se encuentra en el barrio de Eixample, en Barcelona, a 8 min a pie de Estación de tren de Sants y a 1,4 km de Fuente Mágica de Montjuïc, y ofrece alojamiento equipado con balcón y wifi gratis. Este apartamento se encuentra en un edificio de 1930 y está a 2,2 km de Casa Batlló y a 2,6 km de Paseo de Gracia.

Este apartamento con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con bidet y ducha. Hay toallas y ropa de cama en el apartamento.

Plaza Cataluña está a 2,6 km del alojamiento, y Estación de metro Passeig de Gràcia está a 2,7 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 11 km del alojamiento, que ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Acta Voraport,"8,6","a 2,9 km del centro",,€ 401,https://www.booking.com/hotel/es/acta-voraport.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AoLW6a0GwAIB0gIkYTczM2I0ZTUtYzZlZi00ZmY3LTk5MDUtMjhjMjg2MGY3YmMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=bb286ed493710171&srepoch=1706715950&all_sr_blocks=543679302_217443299_0_2_0&highlighted_blocks=543679302_217443299_0_2_0&matching_block_id=543679302_217443299_0_2_0&sr_pri_blocks=543679302_217443299_0_2_0__40096&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4 de 5,"Acta Voraport está en Barcelona, a menos de 1 km de Platja del Bogatell, y dispone de alojamiento con piscina al aire libre, parking privado, terraza y restaurante. Este hotel de 3 estrellas ofrece bar y habitaciones con aire acondicionado, wifi gratis y baño privado. El alojamiento ofrece cajero automático, servicio de conserjería y servicio de organización de tours.

En el hotel, las habitaciones están equipadas con escritorio y TV de pantalla plana. Cada habitación está equipada con caja fuerte, y algunas también ofrecen vistas a la ciudad. En Acta Voraport, cada habitación cuenta con ropa de cama y toallas.

En el alojamiento se sirve todas las mañanas un desayuno buffet.

En la recepción 24 horas se hablan varios idiomas, como catalán, inglés, español y francés.

Cerca del alojamiento hay puntos de interés como Playa de la Mar Bella, Platja de la Nova Icària y Platja del Somorrostro. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 15 km."
Hostal Orleans,"8,2","a 1,2 km del centro",,€ 447,https://www.booking.com/hotel/es/hostal-orleans.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AoLW6a0GwAIB0gIkYTczM2I0ZTUtYzZlZi00ZmY3LTk5MDUtMjhjMjg2MGY3YmMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=bb286ed493710171&srepoch=1706715950&all_sr_blocks=38790508_298815720_0_0_0&highlighted_blocks=38790508_298815720_0_0_0&matching_block_id=38790508_298815720_0_0_0&sr_pri_blocks=38790508_298815720_0_0_0__44702&from=searchresults#hotelTmpl,4 de 5,"Este establecimiento es acogedor y está situado frente a la estación de tren Estació de França, a 50 metros del parque de la Ciutadella. Ofrece habitaciones con aire acondicionado, balcón y conexión Wi-Fi gratuita.

Las habitaciones del Hostal Orleans están decoradas en colores vivos y cuentan con TV de plasma, caja fuerte y baño privado con secador de pelo. También incluyen ropa de cama y toallas.

El establecimiento cuenta con salón compartido, que incluye sofás, ordenadores con conexión a internet gratuita, máquinas expendedoras de bebidas y microondas. La recepción abre 24 horas y se ofrece consigna de equipaje gratuita.

El Orleans está a 2 minutos a pie de la iglesia de Santa Maria del Mar y a 900 metros de la playa de la Barceloneta. El centro comercial Maremagnum está a 5 minutos a pie.

La estación de metro Barceloneta se encuentra a 400 metros y La Rambla y la catedral de la ciudad están a 10 minutos a pie."
Zenit Barcelona,"8,3","a 2,1 km del centro",,€ 482,https://www.booking.com/hotel/es/zenitbarna.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AoLW6a0GwAIB0gIkYTczM2I0ZTUtYzZlZi00ZmY3LTk5MDUtMjhjMjg2MGY3YmMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=bb286ed493710171&srepoch=1706715950&all_sr_blocks=9009902_252942648_2_42_0&highlighted_blocks=9009902_252942648_2_42_0&matching_block_id=9009902_252942648_2_42_0&sr_pri_blocks=9009902_252942648_2_42_0__48220&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4 de 5,"El Zenit Barcelona está situado en Barcelona, a 250 metros de la plaza Francesc Macià de la avenida Diagonal. Este hotel moderno ofrece habitaciones elegantes e insonorizadas con aire acondicionado, WiFi gratuita y carta de almohadas.

El Zenit está a 15 minutos a pie del paseo de Gracia, donde se encuentran La Pedrera y la Casa Batlló de Gaudí. La plaza de Cataluña y Las Ramblas están a otros 15 minutos a pie.

Las habitaciones del Zenit Barcelona están equipadas con TV vía satélite, caja fuerte, minibar, escritorio, hervidor de agua con set de té y café gratuito y baño privado con secador de pelo.

El restaurante del Zenit Hotel elabora platos gourmet españoles e internacionales y sirve un desayuno especial sin gluten y menús para niños. Además, prepara almuerzos para llevar y presta servicio de habitaciones bajo petición.

El establecimiento dispone de recepción 24 horas, mostrador de información turística y servicio de lavandería, planchado y limpieza en seco. Hay un aparcamiento de pago a 10 minutos a pie."
Hotel Derby,"8,5","a 2,4 km del centro",,€ 398,https://www.booking.com/hotel/es/derby.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AoLW6a0GwAIB0gIkYTczM2I0ZTUtYzZlZi00ZmY3LTk5MDUtMjhjMjg2MGY3YmMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=bb286ed493710171&srepoch=1706715950&all_sr_blocks=9004002_0_2_0_0&highlighted_blocks=9004002_0_2_0_0&matching_block_id=9004002_0_2_0_0&sr_pri_blocks=9004002_0_2_0_0__39804&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4 de 5,"El Derby está situado a 300 metros del centro comercial L'Illa Diagonal y a 20 minutos a pie del estadio Camp Nou del FC Barcelona. Todas las habitaciones disponen de aire acondicionado, TV de pantalla plana vía satélite y conexión gratuita a internet.

El elegante Derby Hotel tiene una impresionante colección de arte catalán, incluidas obras de Miró y Tàpies. Las habitaciones presentan un diseño funcional y suelo de parquet. Todas incluyen caja fuerte y minibar.

El Hotel Derby alberga la pizzería italiana Santa Napoli y la coctelería Lima Bruja, de estilo peruano.

Los huéspedes pueden acceder al gimnasio y la piscina del Gran Derby Hotel, situado a solo 10 metros. La estación de metro Hospital Clínic está a 800 metros, mientras que la Feria de Muestras de la Plaza de España se encuentra a 20 minutos a pie."
Acta CITY47,"8,5","a 2,4 km del centro",,€ 530,https://www.booking.com/hotel/es/citypark.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AoLW6a0GwAIB0gIkYTczM2I0ZTUtYzZlZi00ZmY3LTk5MDUtMjhjMjg2MGY3YmMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=bb286ed493710171&srepoch=1706715950&all_sr_blocks=9004514_138954531_0_2_0&highlighted_blocks=9004514_138954531_0_2_0&matching_block_id=9004514_138954531_0_2_0&sr_pri_blocks=9004514_138954531_0_2_0__52962&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4 de 5,"El Acta CITY47 está situado en Barcelona, a 5 minutos a pie de la estación de tren de Sants y a 15 minutos del centro de exposiciones Fira. Tiene recepción 24 horas y habitaciones con aire acondicionado y WiFi gratuita.

Las habitaciones del Acta CITY47 presentan una decoración sencilla y moderna y disponen de baño privado, TV, escritorio y caja fuerte de uso gratuito. Los huéspedes pueden utilizar de forma gratuita la sala de planchado, abierta las 24 horas.

El moderno restaurante del hotel, el Nass City, sirve comida internacional y un desayuno sin gluten disponible bajo petición previa. También hay un bar donde se puede tomar un aperitivo o una bebida.

El Acta CITY47 está a 20 minutos a pie del estadio Camp Nou del FC Barcelona. La estación de metro de Sants enlaza con el centro de Barcelona en 15 minutos."
"Hotel Granados 83, a Member of Design Hotels","8,4","a 1,2 km del centro",,€ 604,https://www.booking.com/hotel/es/granados-83.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AoLW6a0GwAIB0gIkYTczM2I0ZTUtYzZlZi00ZmY3LTk5MDUtMjhjMjg2MGY3YmMz2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=bb286ed493710171&srepoch=1706715950&all_sr_blocks=9242501_120386905_0_2_0&highlighted_blocks=9242501_120386905_0_2_0&matching_block_id=9242501_120386905_0_2_0&sr_pri_blocks=9242501_120386905_0_2_0__60445&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4 de 5,"El Granados 83, situado a 250 metros de la estación de metro Diagonal de Barcelona, alberga un gimnasio pequeño, una terraza en la azotea equipada con una piscina pequeña y un bar de cócteles. Las habitaciones presentan un diseño de estilo zen y cuentan con TV LCD.

Este hotel de diseño tiene una impresionante fachada de vidrio y piedra y combina detalles neoclásicos con elementos naturales e industriales. Además, se ha convertido en un icono de la ciudad y tiene el estatus de monumento protegido. Los interiores del hotel reflejan un estilo art déco excelente.

Las habitaciones del Granados 83 presentan una decoración elegante con elementos de madera, piel y vidrio. Disponen de minibar, albornoz y zapatillas.

A unos 5 minutos a pie del alojamiento, en la Rambla de Cataluña, se pueden encontrar numerosos bares de tapas.

El alojamiento queda a 400 metros del paseo de Gracia, donde se pueden visitar los famosos edificios La Pedrera y Casa Batlló de Gaudí.

El hotel cuenta con recepción 24 horas y wifi gratuita en todas las zonas. También se facilita aparcamiento por un suplemento."
