Hotels,Ratings,Distance,District,Price,Link,Star,Descriptions
Ciudad Condal Hostal - Paseo de Gracia,"7,2",a 1 km del centro,,€ 461,https://www.booking.com/hotel/es/ciudad-condal-hostal.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Auu0460GwAIB0gIkZDZiZTdkM2EtODNiYy00ZmZhLWIyMTYtMWE5MDA5MmI4ODMy2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-24&checkout=2024-05-28&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=09874f497704005c&srepoch=1706613400&all_sr_blocks=28683806_89006351_0_0_0&highlighted_blocks=28683806_89006351_0_0_0&matching_block_id=28683806_89006351_0_0_0&sr_pri_blocks=28683806_89006351_0_0_0__46095&from=searchresults#hotelTmpl,3 de 5,"El Hostal Ciudad Condal - Paseo de Gracia ofrece un alojamiento situado en el barrio de la ciudad de Barcelona. Las habitaciones se distribuyen por la planta principal de una casa con una arquitectura catalogada en el patrimonio municipal como el conjunto de Casas Àngel Batlló de la calle Mallorca, 255, entre el famoso paseo de Gracia y la animada Rambla de Cataluña.

Todas las habitaciones disponen de aire acondicionado, calefacción, baño privado, ventana, TV de pantalla plana, escritorio, caja fuerte, baúl, secador de pelo, artículos de aseo básicos y WiFi gratuita. Debido a las características arquitectónicas del edificio, todas las habitaciones son diferentes. Cada una de ellas presenta un diseño sencillo y funcional que se adapta al espacio.

El establecimiento ofrece habitaciones individuales, dobles, dobles superiores y triples, así como suites y habitaciones familiares con capacidad para un máximo de 4 personas. Algunos alojamientos tienen balcón con vistas a la calle o a los famosos jardines interiores del conjunto arquitectónico del Ensanche de Barcelona (plan Cerdà). Otras habitaciones son interiores.

En el paseo de Gracia y en la zona de Gracia hay muchas cafeterías y restaurantes.

El establecimiento se encuentra a unos 200 metros de la Casa Batlló y La Pedrera (obras de Gaudí). La estación de metro Diagonal está a 5 minutos a pie. La plaza de Cataluña y Las Ramblas se encuentran a solo 2 paradas de metro."
Melia Barcelona Sarriá,"8,2","a 2,4 km del centro",,€ 1.289,https://www.booking.com/hotel/es/melia-barcelona-sarria.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Auu0460GwAIB0gIkZDZiZTdkM2EtODNiYy00ZmZhLWIyMTYtMWE5MDA5MmI4ODMy2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-24&checkout=2024-05-28&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=09874f497704005c&srepoch=1706613400&all_sr_blocks=9048004_91988994_2_2_0&highlighted_blocks=9048004_91988994_2_2_0&matching_block_id=9048004_91988994_2_2_0&sr_pri_blocks=9048004_91988994_2_2_0__128904&nad_id=b7bcda65-8094-4dd0-8530-552314aa8f86_0&nad_cpc=0.64&nad_track=eyJyYW5rIjoxLCJrb2RkaVRyYWNraW5nSW5mbyI6IkxBdEZJekVDb3E2Zjg3WVpBQ3Bkam1NNXR6eW5hUlhPeWY1cEU4cDFWeFpVVUg2VXJNeEhHeUZTbjB4M3p4eHVlVis0WmQySk9mWVYrR3QveW5VaGptdFV1NkhZU3ZzRkprR1hkQ2gvQnhXdXZUak5kZGVIWDhQVWNHYlJmMFBRMVZiSkpPOXcybkpOTUJWOHp4RmhWNjY2RjJ5ZVdpZHhrWENtenQreWhkdk9uTDM2bGlIRDVHeU9RMjMvMlZoZEQ1ZnlieVA2dHhHRzlqVnEvaFBqV1NQdXNKUmZlWm9WVWZ4MjB6dEhDZWRTOTdUY0dYcStSVkZ6RGpkcUs4ZnA5dkpaSjR4c051TXlOODJWVFlDcHpuamlCQlovNHI4NVA5YmwxQnVUVDVnTFVDQTNTcEZaUGFHSTYzUU5ucmkwUHZvQzBkU2EvdGM2V1cxM1lPMkpiWENMZ0tySGQzMUV0eCtpQkcwelBrdXlTOXAxS0pPL240YkdKRjFHbE91d01zb3Y0V0JJNnRESExSdXdOazk0VkZ2bmhMZnZJMkVnL3NQS21tdTBrNHZpN0lsK3YzZkpKSGxicEpEWkkvQkRaSE5yYUhEWDYyMXlSMHpLVGtpNzEzMTlhTWEzM1FjRmhtaTFIbjdFQUhRRUR4UnVkM2RqK0o0emE3dXpBd0l0UVFnTkh2Z0JwN2JDckVJM2orbUtmOHFPTERGSWtyMk9JYllCQWk2VU1kcUovYzVsTWUxUUozWlg0RW5LTi9RMHRIUUxVMC9LdXBRU1pBK1pKdHF1Q0NCN0lmcXNIRmRwcWt6YTlGWURWbitvSmErUjJ0aElTdGx0NUNKeE1rTXd0aU9GNWRPSEJpa3pSUU5RSU1mVFgwMUp3R2hzTzVTV2FCZHk3SnJEMDhLa3doU0wzaEVRM2hwR3luTWNUenRzcDJNeU1uZWRBV01VZ2NpdFQ2bnpDcGFRb29OblBYSUlNVVFTVituMy9nZTFPL3d1Wk1Mb3NxbnU3blpFN0JQV01INjc3MDZqaUIyTEF2Sko0NmhacXcwRUFmdnNRVytPdEt5SU1xUmE5K29SNkpCdE9kbXdaMVVhem1qTDJjWjVJSS9tcUhNd2JlUXBQNTRqMGxMRHdDRHdwcEV2SENhd0YrSEFkNVZsSlA3ekE1UlZkWlBLanhFcXEwSGpQcXIyRnhmMkl2Rm9OQ1p2N3FEMUZsc3l2V0NlSENaWktMZStwamlNSmg1Mi9jZVNzWXB2K2VBUGJxcnRmaWVQOFJzRDdlUGZqR0lWdy82U0VKMExOOVZwaTh1QUNKYzcxUk41anBleFZwZFNvWnVIY3duT2hic2RYUzMyV2M2amxoUzZCTXJUd0ltbzc1cGVicGJVSHZTWXpRNllEcit3bDRialdVSWs5aXBSdm1ZajZEYlhDSGdrNXJWT0twYXhmd09BZTRNeUU4U3V3Vi9GS2R5M2NRa2drbWwzZnVZWExPdnBoenhOdlJZTXpGR1llZ1pzcHFFRWdKOGJhUndDRW1xM1pNaTlzN1BBVko2K2JXQkNhYThpaUNDWXlOb3hHWGhEUEtSSWVNQzhMV1duNWNXcWt5UTlxN3V3alRsZTlBSFFyaUVRTmVxL3lCTW1NUUdXRXJkT1NCa3pQY1VXWXBZdFcwVjZyZloxZk5HWUs1bG9aK0ZxWDErd3BYODUvRjROZHFmTEdjd3ZyZHdRYk82SzZOSTZGSlYwZmNvbmhnUDVSQXR2ZFNYdHlPWVVtbUlDem1SNU90ZjNXbzlwKzJORWhMdFUySGtLcWw3WEF2WnlCZ1RUazl4MnpuQWJCdEZSc3J4eXQzQzhlOGxkSVdBYi9xeHBrbEowQTN3VmR0MmtZeUdhK0haNC8reW5DbDlYcGdEbGhuRW4ySGZDYm10Vm4ya0E4NWlVNmtsZFd6OU1Ld254b2J4eUN5ZTRvT01EQk95N1ZOVEM0TGQzY2ptaXF2VkpZSkFabGpRTWpzbkhxSDlNelgyaS8vMHNHc3daOFVwbktacktLakNrWWh3ajVPYnU2cWF5MTdteFhCb1lZZWZDL0djeUFGeGhBRkFZaXZ0RkxQMnc4WndXYi96c3dUTlluK2kya2JaR2laM21SYnoyamgzc2drL3MwcEhOdUxyL2tPSXdKL0dGaGVQekxQOTMxSEQxUDNhOVJseVRyZGlRSXdObStYb2FnOStpZzhZY0xhRHIrdFRyaVE1T2JiQVdBTmF1bVYza1ROSEszSE5HOGZYRXhrN21EaHJZam1iVndyd0ZlMG1jc3ZOS0NabTYwUm93U21xUUFoMU1TZGRaODZmdTBqTmZobVo5elVjY1RSc1R2RWlndC93YmhqVmVVUkFHeDVSYUkxSmZHb1RMNWZzaitGREw3UlAzN00vOE1rSFF1YWdTdTFEdWRBS3NSMnN3ZmUrWUdsT0xnTlBWbThJYWVQTlcxWE9RZ3NNdWRDSzN2b3JNeE1jNDRjUWRUMTFGSkxCaU9vU09ENTlRT2hKV3dDOGVCYXRBNHQwVTJhdzUxdVl2N1pTemtYLzd1RlFtVElPd0RES1FNTWpSOWdhQkxYOUdjMjRMMzA5amRGeGRPUS9UeVROR01ZcGtTSCtSbENrSG4xRTJDazhXcmR1VG5seUxaTHF5OUd2bTFMSElaeU5IZnpnazF6TUtZQXMrb3RKVGhOSXhZM3ZSdzlqNlM3emFVSENXR0wxMlVaN2VDNkJIb1UyZnZjU24yOFNJeHM1dmM4NUhxdVdqV2ZjSkhPcktGNmNTelZtc1ZnMW5Zay94bTUxWU4vc1JqTjNjTWZVL01vQVYvUnUza3hzRXpLeUFBM292SG13SVF3UjBPQis4bkF1cm5lSnVRbk03TkwzUExkSFBna2l5SXQyREZXcjZXUk50WisrOXFoOFRzS1dsY3FTZzZQUnN6N05IUW9BSU9GK08relNQaWl2Q2JyUktnWmFETEh3SGFaamNJMFpyRDVnaEROeGgvbDI0aW85eHlsaXBqSFBrODRUK0Vnei9Uc2lDY2lvTmgrai85YTJrQkhyUnN6aW1mOGlzbzRhaFBnU3ljSldVZFNnNkRXNFY2QWJpMExKb2cwMWsyekJ4TCswVXQvdFRwUHErUlY5VW9hTVRLSzJPOGNwNmthNU50SC9Qazd5OS9jNVRKUzlYdXl1NUN4MHRsRUhscEZBRm40OWJ5V0pDR3hubmN2eFV4VFd0WU9HNGNoYjVEMTNIb0lwVnJFMmtXYXJqeXA5bSJ9&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,5 de 5,"El Meliá Barcelona Sarriá cuenta con spa, gimnasio 24 horas y restaurante. Se halla a 2 km de La Pedrera y la Casa Batlló, unas de las obras más importantes de Gaudí. Hay WiFi gratuita en todas las zonas.

Las habitaciones del Meliá Barcelona Sarriá presentan una decoración elegante de estilo contemporáneo y cuentan con TV de 42 pulgadas y baño con acabados en mármol y bañera o ducha.

Todas las habitaciones de categoría Level Lounge ofrecen servicios superiores, como zonas privadas exclusivas, zona de recepción privada con atención personalizada y 1 acceso gratuito por estancia al spa Serena del hotel.

Todas las mañanas se sirve un desayuno buffet internacional, que incluye productos sin gluten y opciones para dietas especiales. El restaurante Nonna Maria elabora cocina mediterránea e internacional.

La exclusiva avenida comercial Diagonal queda a solo 1 calle, mientras que el estadio Camp Nou del F. C. Barcelona está a unos 10 minutos en coche. Este alojamiento se encuentra a solo 200 metros de la plaza Francesc Macià y a unos 20 minutos a pie del elegante Passeig de Gràcia."
SEALONA VILA OLIMPICA,"8,2","a 1,8 km del centro",,€ 362,https://www.booking.com/hotel/es/sealona-vila-olimpica.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Auu0460GwAIB0gIkZDZiZTdkM2EtODNiYy00ZmZhLWIyMTYtMWE5MDA5MmI4ODMy2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-24&checkout=2024-05-28&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=09874f497704005c&srepoch=1706613400&all_sr_blocks=1145535901_387391318_2_2_0&highlighted_blocks=1145535901_387391318_2_2_0&matching_block_id=1145535901_387391318_2_2_0&sr_pri_blocks=1145535901_387391318_2_2_0__36224&from=searchresults#hotelTmpl,3 de 5,"SEALONA VILA OLIMPICA está en Barcelona, a solo 12 min a pie de Platja de la Nova Icària, y dispone de alojamiento con bicicletas gratis, piscina al aire libre, jardín y wifi gratis. El apartamento, que tiene parking privado gratis, está en una zona en la que se pueden practicar actividades como senderismo, ciclismo y billar.

Este apartamento con aire acondicionado consta de 1 dormitorio independiente, 1 baño con artículos de aseo gratuitos y secador de pelo, y una zona de estar. El alojamiento ofrece cocina.

En el apartamento se puede disfrutar de un desayuno a la carta.

En la recepción 24 horas se habla alemán, inglés, español y francés, y el personal está dispuesto a ayudar en cualquier momento.

SEALONA VILA OLIMPICA ofrece terraza, zona de juegos infantil y barbacoa.

Cerca del alojamiento hay puntos de interés como Platja del Somorrostro, Platja del Bogatell y Port Olimpic. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Hostalin Barcelona Passeig de Gracia,"8,5","a 0,9 km del centro",,€ 592,https://www.booking.com/hotel/es/guest-house-barcelona-passeig-de-gracia.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Auu0460GwAIB0gIkZDZiZTdkM2EtODNiYy00ZmZhLWIyMTYtMWE5MDA5MmI4ODMy2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-24&checkout=2024-05-28&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=09874f497704005c&srepoch=1706613400&all_sr_blocks=124910906_88510162_0_0_0&highlighted_blocks=124910906_88510162_0_0_0&matching_block_id=124910906_88510162_0_0_0&sr_pri_blocks=124910906_88510162_0_0_0__59194&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,2 de 5,"El Hostalin Barcelona se encuentra en el famoso Passeig de Gràcia de Barcelona, a 200 metros de La Pedrera. El establecimiento cuenta con recepción 24 horas y conexión WiFi gratuita. Las habitaciones están insonorizadas y disponen de aire acondicionado y calefacción.

Todas las habitaciones incluyen además TV de pantalla plana por cable, minibar, hervidor de agua, armario y baño privado con secador de pelo y artículos de aseo gratuitos. Las habitaciones superiores cuentan con balcón cubierto típico de Barcelona.

A disposición de los huéspedes del Hostalin Barcelona Passeig de Gràcia hay recepción 24 horas, servicio de venta de entradas, mostrador de información turística y consigna de equipaje."
Acta Antibes,"7,0","a 1,4 km del centro",,€ 632,https://www.booking.com/hotel/es/hotelantibesbarcelona.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Auu0460GwAIB0gIkZDZiZTdkM2EtODNiYy00ZmZhLWIyMTYtMWE5MDA5MmI4ODMy2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-24&checkout=2024-05-28&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=09874f497704005c&srepoch=1706613400&all_sr_blocks=9131901_88492865_0_2_0&highlighted_blocks=9131901_88492865_0_2_0&matching_block_id=9131901_88492865_0_2_0&sr_pri_blocks=9131901_88492865_0_2_0__63154&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3 de 5,"El Acta Antibes está en el distrito del Eixample de Barcelona, a 10 minutos a pie de la Sagrada Familia. Este hotel ofrece recepción 24 horas, desayuno buffet y WiFi gratuita.

Todas las habitaciones del Acta Antibes presentan una decoración sencilla y elegante. Las habitaciones incluyen aire acondicionado, TV y escritorio.

El Antibes dispone de consigna de equipaje. También se ofrecen desayunos sin gluten, bajo petición.

El hotel está bien situado para visitar lugares de interés como la Casa Batlló y La Pedrera de Gaudí, ubicados a unos 20 minutos a pie.

La plaza Cataluña y las Ramblas se encuentran a poco más de 1 km. La estación de metro más cercana, Monumental, está a solo 200 metros del hotel."
Ola Living Hostal Diagonal,"7,9","a 1,9 km del centro",,€ 477,https://www.booking.com/hotel/es/barcelona-226-exclusive-rooms.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Auu0460GwAIB0gIkZDZiZTdkM2EtODNiYy00ZmZhLWIyMTYtMWE5MDA5MmI4ODMy2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-24&checkout=2024-05-28&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=09874f497704005c&srepoch=1706613400&all_sr_blocks=110656402_247002629_2_0_0&highlighted_blocks=110656402_247002629_2_0_0&matching_block_id=110656402_247002629_2_0_0&sr_pri_blocks=110656402_247002629_2_0_0__47678&from=searchresults#hotelTmpl,4 de 5,"El Ola Living Hostal Diagonal se encuentra en Barcelona y ofrece WiFi gratuita. El hotel se encuentra a 800 metros del paseo de Gracia, famoso por sus tiendas de lujo, y ofrece habitaciones modernas con aire acondicionado.

Las habitaciones presentan una decoración moderna e incluyen calefacción, 1 cama doble o 2 camas individuales, TV de pantalla plana y armario. El baño es privado e incluye ducha y secador de pelo. Algunas habitaciones también incluyen una bañera de hidromasaje. Todas están en la planta baja.

El hotel ofrece una zona de salón.

A 5 minutos a pie del Ola Living Hostal Diagonal Exclusive rooms hay varios restaurantes, bares y tiendas de alimentación. La estación de metro de Diagonal está a 850 metros del establecimiento, y la plaza Catalunya se halla a 2 paradas.

La recepción se encuentra en el 228 de la calle Aribau. Abre de lunes a domingo en horario de 09:00 a 20:00.

El registro de entrada se realiza a las 15:00. Si llega antes, podrá dejar su equipaje en recepción hasta que su apartamento esté listo. También después del registro de salida (11:00) se puede dejar el equipaje en la recepción.

El apartamento se abre a través de un smartphone. Si necesita hacer el registro de entrada en persona después de las 21:00, Este servicio conlleva un suplemento de 30 EUR."
Zenit Borrell,"7,6","a 1,6 km del centro",,€ 767,https://www.booking.com/hotel/es/zenitcondeborrell.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Auu0460GwAIB0gIkZDZiZTdkM2EtODNiYy00ZmZhLWIyMTYtMWE5MDA5MmI4ODMy2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-24&checkout=2024-05-28&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=09874f497704005c&srepoch=1706613400&all_sr_blocks=9056702_367839630_0_42_0&highlighted_blocks=9056702_367839630_0_42_0&matching_block_id=9056702_367839630_0_42_0&sr_pri_blocks=9056702_367839630_0_42_0__76720&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3 de 5,"El Zenit Borrell está situado en el barrio del Eixample de Barcelona, ​​a 15 minutos a pie del elegante paseo de Gracia. Ofrece habitaciones modernas e insonorizadas, equipadas con conexión Wi-Fi gratuita y TV vía satélite.

El restaurante Marés, que sirve cocina mediterránea e internacional, cuenta con una elegante terraza exterior. También hay un bar con una gran TV.

Las habitaciones del Zenit Borrell tienen aire acondicionado, minibar y baño privado con secador de pelo.

En el mostrador de información turística se proporcionan consejos prácticos sobre Barcelona y sus alrededores. El hotel está a 12 minutos en metro de la plaza de Cataluña y de las Ramblas. La estación de metro de Hospital Clínic se encuentra a 200 metros."
Hotel Viladomat by Silken,"8,4","a 1,6 km del centro",,€ 565,https://www.booking.com/hotel/es/hotel-viladomat.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Auu0460GwAIB0gIkZDZiZTdkM2EtODNiYy00ZmZhLWIyMTYtMWE5MDA5MmI4ODMy2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-24&checkout=2024-05-28&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=09874f497704005c&srepoch=1706613400&all_sr_blocks=9046608_0_2_0_0&highlighted_blocks=9046608_0_2_0_0&matching_block_id=9046608_0_2_0_0&sr_pri_blocks=9046608_0_2_0_0__56457&from=searchresults#hotelTmpl,4 de 5,"El Hotel Viladomat by Silken goza de una ubicación idónea en Barcelona, a menos de 10 minutos a pie de la estación de metro Hospital Clinic. Ofrece WiFi gratuita y bar.

Todas las habitaciones disponen de aire acondicionado, TV vía satélite, caja fuerte, escritorio y minibar. El baño privado incluye bañera, ducha, secador de pelo y artículos de aseo gratuitos.

El Hotel Viladomat by Silken cuenta con recepción 24 horas y servicio de venta de entradas. Además, se proporciona servicio de enlace con el aeropuerto por un suplemento y consigna de equipaje.

Está a 20 minutos a pie de la Plaza Catalunya y de las famosas Ramblas de Barcelona. Si lo desea, el personal puede proporcionarle información sobre la ciudad y los principales lugares de interés. El Hotel Viladomat by Silken se encuentra a 1 km de la estación de Sants, con servicio directo al aeropuerto de Barcelona."
Sercotel Caspe,"8,4","a 1,3 km del centro",,€ 732,https://www.booking.com/hotel/es/fiesta-caspe.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Auu0460GwAIB0gIkZDZiZTdkM2EtODNiYy00ZmZhLWIyMTYtMWE5MDA5MmI4ODMy2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-24&checkout=2024-05-28&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=09874f497704005c&srepoch=1706613400&all_sr_blocks=9335625_88193605_2_2_0&highlighted_blocks=9335625_88193605_2_2_0&matching_block_id=9335625_88193605_2_2_0&sr_pri_blocks=9335625_88193605_2_2_0__73221&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,4 de 5,"Este hotel de diseño queda a 5 minutos a pie de la estación de metro Arc de Triomf y de la estación de autobuses Estació del Nord de Barcelona. Dispone de gimnasio y ofrece WiFi gratuita y agua embotellada gratuita. 

Las habitaciones del Sercotel Caspe están insonorizadas y cuentan con aire acondicionado. Hay TV vía satélite, minibar y caja fuerte. El baño privado está equipado con artículos de aseo y secador de pelo.

El Sercotel Caspe cuenta con una terraza exterior, un bonito restaurante y un bar cafetería. Se proporciona servicio de habitaciones.

El hotel se encuentra a pocos pasos de los edificios de Gaudí del paseo Passeig de Gràcia. La plaza Cataluña está a unos 20 minutos a pie.

Hay mostrador de información turística y recepción 24 horas. Se ofrecen coches de alquiler. El aparcamiento está disponible por un suplemento."
Habitaciones Viladomat,"8,7","a 1,7 km del centro",,€ 354,https://www.booking.com/hotel/es/habitaciones-viladomat.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Auu0460GwAIB0gIkZDZiZTdkM2EtODNiYy00ZmZhLWIyMTYtMWE5MDA5MmI4ODMy2AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-24&checkout=2024-05-28&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=09874f497704005c&srepoch=1706613400&all_sr_blocks=1144003305_387286074_2_0_0&highlighted_blocks=1144003305_387286074_2_0_0&matching_block_id=1144003305_387286074_2_0_0&sr_pri_blocks=1144003305_387286074_2_0_0__35400&from=searchresults#hotelTmpl,4 de 5,"Habitaciones Viladomat se encuentra en Barcelona, cerca de Estación de tren de Sants, Casa Batlló, y Fuente Mágica de Montjuïc, y ofrece wifi gratis.

Hay un baño compartido con bidet en todas las unidades, además de artículos de aseo gratuitos y secador de pelo.

Paseo de Gracia está a 2,2 km del alojamiento, y Plaza Cataluña está a 2,3 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 12 km del alojamiento."
