Hotels,Distance,District,Price,Rating,Stars,Comments,Link,descriptions
Room Mate Gerard,"a 0,7 km del centro","Eixample, Barcelona",€ 803,"8,8",4 de 5,2.783 comentarios,https://www.booking.com/hotel/es/room-mate-gerard.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Asex-a0GwAIB0gIkYTk3YzZiYjItYTg0NC00NmE4LThiNTUtYzk4ZWZmZGFjMGQx2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=09266b7a227206b9&srepoch=1706973441&all_sr_blocks=224211801_339623744_0_2_0&highlighted_blocks=224211801_339623744_0_2_0&matching_block_id=224211801_339623744_0_2_0&sr_pri_blocks=224211801_339623744_0_2_0__80281&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El H La Paloma se encuentra en el barrio del Raval, a solo 200 metros del mercado de Sant Antoni.
 Las habitaciones del H La Paloma presentan una decoración moderna y elegante.
Cuentan con 1 cama extragrande, conexión WiFi gratuita, smart TV y baño privado con secador de pelo y artículos de aseo gratuitos. También cuentan con aparcamiento privado y servicio de habitaciones las 24 horas.
El H La Paloma goza de una ubicación ideal para visitar los principales centros de interés a pie, ya que se encuentra a 600 metros del Museo de Arte Moderno MACBA y a solo 5 minutos a pie del paseo de Gracia, la plaza de Cataluña y Las Ramblas.
Las estaciones de metro de Sant Antoni y Universidad están a pocos metros."
Sonder Casa Luz,a 450 m del centro,"Eixample, Barcelona",€ 850,"8,4",4 de 5,2.669 comentarios,https://www.booking.com/hotel/es/casa-luz-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Asex-a0GwAIB0gIkYTk3YzZiYjItYTg0NC00NmE4LThiNTUtYzk4ZWZmZGFjMGQx2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=09266b7a227206b9&srepoch=1706973441&all_sr_blocks=596194813_328913233_2_2_0&highlighted_blocks=596194813_328913233_2_2_0&matching_block_id=596194813_328913233_2_2_0&sr_pri_blocks=596194813_328913233_2_2_0__84992&nad_id=892cb4fc-aa7e-4eb6-8d26-b7bdfe3b2acf_1&nad_cpc=0.91&nad_track=eyJyYW5rIjoxLCJrb2RkaVRyYWNraW5nSW5mbyI6IlB5UlVqV1o1YjJKVy9iU0pEa0U0TGh3SkJvWWYvTlNGL2JGN0owckZKaER1VGZyTExTNXkrYjM1U3JhbWRtM1lRTnpWVGJwN2JpK3BuNFZoMEVQY0VkTm85VnNURWYzOERXRmtxMmxYVDdXcWJBblZzOERYdlVrR01LMEFmekRqRGNkblRHcFpHYlFKWDBKYnA5blQ5ZmRKK0NwclRUVnlwd2lyc3dJY2dBa25obkVnY1JiOUpETi9jN1VvRjlaM0Q1T2ljNDdaS3d2c0Z1TTFoQ3o3MTBRMTVxNUd2R3IxODZTMytaNWUzZHBwQnBWZUMwcDBqL3ljdmZCTHRaQnBkbHk2M2hLMVJiNEUrbEkvY3M5UmxiSDFSTlhFbVFPMS9pekZsNkxxVEJ0WUVmTm9wdnU3RGhldUMyaWNNMjNraE5DWk44SkdLRk5rVTcyR3FGblZFWlFsSGlXZ1lzOEp0RTdqRHVnN0lvQ0JNNkdZYVY1SGFlZlRxMmRJVUoxZWMwT2JWNEdWcnRUWk4vQVNtN2ZpOExWdk5NMzNjMWZLdGYwZUppRUM3bWVSYVNPaGpzeUo2TWU1Vyt1Uk9zbjRaayt4NnhKZkZKb3k3VC9qZW03YUlhRVMvcDBvdXJGMTZsOEF2WG9uV3pVcUk4cUxWTkY3M3FsNmV5b2xNayt4ZUFnTjl3UjlGSTZid2RtVFNndjVWQ1hFMGE3eDNIWnNhODIyclpqOUFZYmMvZmZhVU1paUhJeGRNb0JpZ01aZVovSG9LeiswZ1pIcDlJanROTEJFQWs1VWJ1MXNvUDgvNnR6SkQ5QmFHQStGdjdIQ05nN0Q2aE1sV3FEeWV6S29FN0VCczg1bnh5U0QwRnd2NjZwSEdtN3FWNzF1TEhJNkJBZWJDbjdQVG5ZY21WNHBLYkhRNm5nWjVMN2h4MlAyaDFjbkFHU0l6Q1c2eXZpcG0ycjRKdDQ1M0xnRllETzdSNHJ1b3cyNlIvaUtUa2hObitBRzdwZ2RpV3V6bURNeVZjVnd4MnpZNHBVVTVVdnFGVDJ5cHlYdFlnbG0yQzFEYkU2c3VOYlRxakg1WndWZVJ3RmIzQS9qR2s1aWM1dlRtNWlQWXlFVDl0N0NoSnBPSHV5L05ZTlc2NDYzc3NmSWdUVVFxUEdvRU9OUEY4NTNRVUUyRG8veEZKU01ORm4zbnpvREtCTGxmdDdlTG1FWG1QT013eC8yQVJveGN2T1h3Q2o1bzRXZTBWZWdkQ2xrQld2OElzcytRWDcxaVhoYmsxY09weFkvVGtkV2ZFR3l1VkFEeEJqSWF5b0hqcGl1dE9ERkVVcmY1NG9vWGRaZ1pOTVk2azlxcFhLNUlaNXFvbkZoWXdRbEVDemNHQVJHU0JNNUJkSjFBdjdaWEZGV1RBTkRYNzE4UHowT0V5bzhkVy9CdnhDRnM3S0lOYk12eHR1Q0t1UnpKNmdaRTJ2RjZYb2FvZ2FHOG4xdkhkdGtHSE5nWHVUNmNjdEpaUDBYcDJXalFjaElKNDBFaXRSU2VIWlVGVHQ5MkptZDJSanIzd09Ud1p1dHhSQ0EzZUlsQ0lyRE1UbUVrUDltMVJxbkpIT2x1eUlxWmZBdVRCZ2tMQjNrRXcyUUVPWlM2TWdERUhNZGUvakhOdzl1QzFiWVpDZzhIdWhqUlZ4d1VHUXVoSE92NWZ3NnBhN0ozcjZNSHF6TW9OZERsancxdkZ1bmNjd0xvdFVoZXA5SFJRV0ZwTmxOazVpRjZNOUt4OWVzQ2lOKytyWDFsTVJjMlM0YmxPYmcvNlFVcTRFMTRDTkMzODZoUXhXOFZIQXFRZDRwTk16bklQb1VQRlo3TzZOclNpNERYcG9jeUZPZ1BGaWp3YzZTVmVxVG55MmhkM3E0OUtNNnpBRVBCdkVBWGY4MFBJSTlsWkxMM1VNWE5qQ0xRK01WUWdVeW45b1J5d0g0Q3ZoRUhSS0JkaU5adllXTTBYTTBEblNOdkNBSGRxVVVSclRKL0pzZUJEUjRjcXJ4ZTFkUDVLM0Q0SzJpZmdyK0ZZYUpVdXFYK0lwMEZpMTdSYVc3dTdmSUYxdmd1UVYrc3c5SjBLWDV6OHIzeDhFK1lkc2NEdVM2UmdMaVp6Vi8zNWE4NWZRQkkxSDdweVFGaXRFdG5KZDc4SEE0N0hnZkFqQkdSY3M0R2pTMnJnT1dDby9UR21EM3ViMHZ0NWNIcXBqdU9DcTFpUlZkcVZUaGhpWEZqWDZXV0svR1lkVVhBMG1hZzNtQ1E4Y2hIeFlocEZab2RMME0vSGhSaEI0VWxNRnJXa1IxN1VSa1RuOTlyZmJtVGpQREJRam1oSTRzYytZa3hZOVdQZUs0R0E5S3NobCtkYmJrN3lzWmFzWUV6RVMxS2xobEJ5aE9CY29rc0ZQbVdyK0hEWVBaUnBadWEvRHFqSmlLUFVqbDZVemcvUEFGd01tb2ZJU3ZTU1FnL01yS3JreklNR21UMFB0bHF4ODRhNjZ1SmxISUJYeHp5SHZ5azVSbHY4Y01oWThYTG9yOG52allKK212T3k3MENnbVFZeHlVM3pmLzdGSTNRWnRGM09IMHdjWU9zbEg5ZHhmWXRFWmlxUXh3VVE0NHluNnVaSEZQVzZ6RCtMN3Iyd1RmdTJnb29jTFNwREVBalB4VzVWUE5xWUxHUTJ4dmgralBJRWhSWGNzNDg5cTNtdnJyUHRldW1od1hpemlXMHdmRDVWYXVERzFGMWo1Z2RSeW50REV6VjV6WnFkQjhEaU15MjBYMDRWeXZxdnpKWUx0K2R3SDNWS3hRTUMxNVM1eTJSbjFVT0x1NkRycEJ2UXF2UnVKV0N4dzNRVjR0bnVWdHVPaEh4dmVQL0ZOOHB6UXJ0ZklwYzNySzBrUDNHeVR2RmE4c2c5aHlraVRHRk5DUDlpdkx6RFJmeTZlZGFhYXljQXJQSkR1ajArK1lvMmg0YksraVpRWWFheE5ZT0VoZHZJR1hLVHZUeE1lS0JKdmdXeVdIdEtGT2U0RDNqUWxCWTZPYW1QWVJUODlCQXVyMjFvMU1hRG9kdDZFZzM4aDhXNkFIbVQycVRtSW9OY3NGckZLVTVjaUdIMEV1RHY5QnhZRUJCNGIzNmw4K0grdy9iZFBGdkNXNEo2Nyt4anN4cTY0UWt5dFhiSGhmVldsWFp5VmpvVDlHNGRUVXAzRkd3SHpudDFzc3Q0MkcwZ1FxTjhEckNnNFNIYWtEVk9hdkFZb0FiSnIzdDNCelFNNno2d1YramdJdkozVTBBejlSY05jR1UwRUd4d05RIn0%3D&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Sonder Casa Luz se encuentra en Barcelona y ofrece terraza, desayuno y servicio de limpieza gratuito. Los huéspedes podrán visitar el cercano museo de arte contemporáneo MACBA, el mercado de La Boquería y la Rambla del Raval.

El establecimiento alberga un restaurante.

Entre los sitios de interés cercanos al hotel están el paseo de Gracia, la Casa Batlló y la plaza de Cataluña. El aeropuerto de El Prat, situado a 14 km del Sonder l Casa Luz, es el más cercano."
H La Paloma Adults Only,"a 0,7 km del centro","Ciutat Vella, Barcelona",€ 678,"7,6",2 de 5,2.132 comentarios,https://www.booking.com/hotel/es/h-la-paloma.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Asex-a0GwAIB0gIkYTk3YzZiYjItYTg0NC00NmE4LThiNTUtYzk4ZWZmZGFjMGQx2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=09266b7a227206b9&srepoch=1706973441&all_sr_blocks=90133604_93215977_0_0_0&highlighted_blocks=90133604_93215977_0_0_0&matching_block_id=90133604_93215977_0_0_0&sr_pri_blocks=90133604_93215977_0_0_0__67804&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Room Mate Gerard en Barcelona ofrece alojamiento con piscina exterior de temporada y centro de fitness.

Cuenta con terraza. Su ubicación, en el distrito del Eixample, hace que esté cerca de atracciones como el Teatro Tívoli y a 700 metros de la calle Portal de l'Angel.

Todas las habitaciones del hotel ofrecen una decoración sencilla pero elegante. Están equipadas con armario, TV de pantalla plana y aire acondicionado. Algunas habitaciones incluyen balcón. Todos los alojamientos tienen baño privado con ducha y artículos de aseo gratuitos.

Se sirve un desayuno buffet a diario.

El personal de la recepción 24 horas habla inglés y español y puede ofrecer información durante la estancia. Otras instalaciones incluyen WiFi portátil.

La Plaza de Cataluña está a 9 minutos a pie del alojamiento. A 13 km se halla el aeropuerto de Barcelona-El Prat."
Urgel habitaciones,a 2 km del centro,"Eixample, Barcelona",€ 259,"7,0",4 de 5,194 comentarios,https://www.booking.com/hotel/es/londres-habitaciones.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Asex-a0GwAIB0gIkYTk3YzZiYjItYTg0NC00NmE4LThiNTUtYzk4ZWZmZGFjMGQx2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=09266b7a227206b9&srepoch=1706973441&all_sr_blocks=889568503_360304591_2_0_0&highlighted_blocks=889568503_360304591_2_0_0&matching_block_id=889568503_360304591_2_0_0&sr_pri_blocks=889568503_360304591_2_0_0__25904&from=searchresults#hotelTmpl,"Urgel habitaciones se encuentra en Barcelona, cerca de Estación de tren de Sants, La Pedrera, y Casa Batlló, y ofrece wifi gratis.

Hay un baño compartido totalmente equipado con ducha y secador de pelo.

Paseo de Gracia está a 2,5 km del alojamiento, y Plaza Cataluña está a 2,6 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 13 km del alojamiento."
Hotel Derby,"a 2,4 km del centro","Les Corts, Barcelona",€ 394,"8,3",4 de 5,2.170 comentarios,https://www.booking.com/hotel/es/derby.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Asex-a0GwAIB0gIkYTk3YzZiYjItYTg0NC00NmE4LThiNTUtYzk4ZWZmZGFjMGQx2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=09266b7a227206b9&srepoch=1706973441&all_sr_blocks=9004002_0_2_0_0&highlighted_blocks=9004002_0_2_0_0&matching_block_id=9004002_0_2_0_0&sr_pri_blocks=9004002_0_2_0_0__39353&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Derby está situado a 300 metros del centro comercial L'Illa Diagonal y a 20 minutos a pie del estadio Camp Nou del FC Barcelona. Todas las habitaciones disponen de aire acondicionado, TV de pantalla plana vía satélite y conexión gratuita a internet.

El elegante Derby Hotel tiene una impresionante colección de arte catalán, incluidas obras de Miró y Tàpies. Las habitaciones presentan un diseño funcional y suelo de parquet. Todas incluyen caja fuerte y minibar.

El Hotel Derby alberga la pizzería italiana Santa Napoli y la coctelería Lima Bruja, de estilo peruano.

Los huéspedes pueden acceder al gimnasio y la piscina del Gran Derby Hotel, situado a solo 10 metros. La estación de metro Hospital Clínic está a 800 metros, mientras que la Feria de Muestras de la Plaza de España se encuentra a 20 minutos a pie."
"Hotel Granados 83, a Member of Design Hotels","a 1,2 km del centro","Eixample, Barcelona",€ 600,"8,5",4 de 5,1.575 comentarios,https://www.booking.com/hotel/es/granados-83.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Asex-a0GwAIB0gIkYTk3YzZiYjItYTg0NC00NmE4LThiNTUtYzk4ZWZmZGFjMGQx2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=09266b7a227206b9&srepoch=1706973441&all_sr_blocks=9242501_120386905_0_2_0&highlighted_blocks=9242501_120386905_0_2_0&matching_block_id=9242501_120386905_0_2_0&sr_pri_blocks=9242501_120386905_0_2_0__60020&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Granados 83, situado a 250 metros de la estación de metro Diagonal de Barcelona, alberga un gimnasio pequeño, una terraza en la azotea equipada con una piscina pequeña y un bar de cócteles. Las habitaciones presentan un diseño de estilo zen y cuentan con TV LCD.

Este hotel de diseño tiene una impresionante fachada de vidrio y piedra y combina detalles neoclásicos con elementos naturales e industriales. Además, se ha convertido en un icono de la ciudad y tiene el estatus de monumento protegido. Los interiores del hotel reflejan un estilo art déco excelente.

Las habitaciones del Granados 83 presentan una decoración elegante con elementos de madera, piel y vidrio. Disponen de minibar, albornoz y zapatillas.

A unos 5 minutos a pie del alojamiento, en la Rambla de Cataluña, se pueden encontrar numerosos bares de tapas.

El alojamiento queda a 400 metros del paseo de Gracia, donde se pueden visitar los famosos edificios La Pedrera y Casa Batlló de Gaudí.

El hotel cuenta con recepción 24 horas y wifi gratuita en todas las zonas. También se facilita aparcamiento por un suplemento."
Acta CITY47,"a 2,4 km del centro","Sants-Montjuïc, Barcelona",€ 530,"8,5",4 de 5,1.330 comentarios,https://www.booking.com/hotel/es/citypark.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Asex-a0GwAIB0gIkYTk3YzZiYjItYTg0NC00NmE4LThiNTUtYzk4ZWZmZGFjMGQx2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=09266b7a227206b9&srepoch=1706973441&all_sr_blocks=9004515_138954531_0_2_0&highlighted_blocks=9004515_138954531_0_2_0&matching_block_id=9004515_138954531_0_2_0&sr_pri_blocks=9004515_138954531_0_2_0__52962&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Acta CITY47 está situado en Barcelona, a 5 minutos a pie de la estación de tren de Sants y a 15 minutos del centro de exposiciones Fira. Tiene recepción 24 horas y habitaciones con aire acondicionado y WiFi gratuita.

Las habitaciones del Acta CITY47 presentan una decoración sencilla y moderna y disponen de baño privado, TV, escritorio y caja fuerte de uso gratuito. Los huéspedes pueden utilizar de forma gratuita la sala de planchado, abierta las 24 horas.

El moderno restaurante del hotel, el Nass City, sirve comida internacional y un desayuno sin gluten disponible bajo petición previa. También hay un bar donde se puede tomar un aperitivo o una bebida.

El Acta CITY47 está a 20 minutos a pie del estadio Camp Nou del FC Barcelona. La estación de metro de Sants enlaza con el centro de Barcelona en 15 minutos."
"Hotel Balmes, a member of Preferred Hotels & Resorts",a 1 km del centro,"Eixample, Barcelona",€ 558,"8,4",4 de 5,3.413 comentarios,https://www.booking.com/hotel/es/balmesderby.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Asex-a0GwAIB0gIkYTk3YzZiYjItYTg0NC00NmE4LThiNTUtYzk4ZWZmZGFjMGQx2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=09266b7a227206b9&srepoch=1706973441&all_sr_blocks=9003918_118524835_0_2_0&highlighted_blocks=9003918_118524835_0_2_0&matching_block_id=9003918_118524835_0_2_0&sr_pri_blocks=9003918_118524835_0_2_0__55770&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Balmes se encuentra en el centro de Barcelona, ​​a 5 minutos a pie del famoso Paseo de Gracia. Ofrece piscina, centro de fitness y habitaciones modernas con TV vía satélite.

Las habitaciones del Hotel Balmes tienen una decoración sencilla y elegante y cuentan con suelo de parqué y aire acondicionado. Todas disponen de baño privado, TV de pantalla plana y wifi gratuita.

El bar B, al igual que el resto del alojamiento, está decorado con obras de arte africano.

La recepción está abierta las 24 horas y se ofrecen servicios de venta de entradas para visitas guiadas, espectáculos en directo y otros eventos. En el vestíbulo hay un ordenador de uso gratuito.

Este alojamiento está situado a menos de 10 minutos a pie de la Casa Batlló y La Pedrera de Gaudí. Las Ramblas y el encantador Barrio Gótico de Barcelona se hallan a unos 15 minutos a pie."
NH Sants Barcelona,"a 2,7 km del centro","Les Corts, Barcelona",€ 556,"8,5",3 de 5,3.062 comentarios,https://www.booking.com/hotel/es/nh-sants-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Asex-a0GwAIB0gIkYTk3YzZiYjItYTg0NC00NmE4LThiNTUtYzk4ZWZmZGFjMGQx2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=09266b7a227206b9&srepoch=1706973441&all_sr_blocks=9076202_93709023_0_2_0&highlighted_blocks=9076202_93709023_0_2_0&matching_block_id=9076202_93709023_0_2_0&sr_pri_blocks=9076202_93709023_0_2_0__55571&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El NH Sants Barcelona está situado a 400 metros de la estación de Sants de Barcelona y ofrece habitaciones modernas con aire acondicionado, WiFi gratuita, TV de pantalla plana y baño privado.

El hotel tiene un restaurante que sirve cocina mediterránea fresca. Hay un bar cafetería de ambiente relajado. Los huéspedes también pueden disfrutar de un desayuno saludable. El restaurante permanece cerrado durante los meses de verano.

El NH Sants de Barcelona se encuentra en una zona tranquila de Les Corts, el distrito financiero de Barcelona, a menos de 15 minutos en metro del centro de Barcelona. Está a 300 metros de la estación de metro de Plaça del Centre, que conecta con el estadio del FC Barcelona."
Boutique Apartments 23 Barcelona,"a 1,6 km del centro","Gracia, Barcelona",€ 558,"8,9",3 de 5,329 comentarios,https://www.booking.com/hotel/es/23-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4Asex-a0GwAIB0gIkYTk3YzZiYjItYTg0NC00NmE4LThiNTUtYzk4ZWZmZGFjMGQx2AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=09266b7a227206b9&srepoch=1706973441&all_sr_blocks=802515301_341542117_2_0_0&highlighted_blocks=802515301_341542117_2_0_0&matching_block_id=802515301_341542117_2_0_0&sr_pri_blocks=802515301_341542117_2_0_0__55757&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Boutique Apartments 23 Barcelona está a menos de 1 km de La Pedrera y ofrece alojamiento consalón de uso común, terraza y centro de negocios. Se ofrece wifi gratis.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha y secador de pelo. También hay nevera y hervidor.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Sagrada Familia y Paseo de Gracia. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
