Hotels,Distance,District,Price,Rating,Stars,Comments,Link,Descriptions
Room Mate Gerard,"a 0,7 km del centro","Eixample, Barcelona",€ 2.186,"8,8",4 de 5,2.785 comentarios,https://www.booking.com/hotel/es/room-mate-gerard.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApPg-a0GwAIB0gIkNzQzMzc4MTMtZmRjZC00ZWYwLTljNDktY2I1MTZiMDRmODM12AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-25&checkout=2024-03-01&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=053d7712a9fb0378&srepoch=1706979368&all_sr_blocks=224211802_98757563_0_2_0&highlighted_blocks=224211802_98757563_0_2_0&matching_block_id=224211802_98757563_0_2_0&sr_pri_blocks=224211802_98757563_0_2_0__218588&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Room Mate Gerard en Barcelona ofrece alojamiento con piscina exterior de temporada y centro de fitness.

Cuenta con terraza. Su ubicación, en el distrito del Eixample, hace que esté cerca de atracciones como el Teatro Tívoli y a 700 metros de la calle Portal de l'Angel.

Todas las habitaciones del hotel ofrecen una decoración sencilla pero elegante. Están equipadas con armario, TV de pantalla plana y aire acondicionado. Algunas habitaciones incluyen balcón. Todos los alojamientos tienen baño privado con ducha y artículos de aseo gratuitos.

Se sirve un desayuno buffet a diario.

El personal de la recepción 24 horas habla inglés y español y puede ofrecer información durante la estancia. Otras instalaciones incluyen WiFi portátil.

La Plaza de Cataluña está a 9 minutos a pie del alojamiento. A 13 km se halla el aeropuerto de Barcelona-El Prat."
Sonder Los Arcos,a 1 km del centro,"Ciutat Vella, Barcelona",€ 2.976,"8,4",4 de 5,149 comentarios,https://www.booking.com/hotel/es/sonder-los-arcos.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApPg-a0GwAIB0gIkNzQzMzc4MTMtZmRjZC00ZWYwLTljNDktY2I1MTZiMDRmODM12AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-25&checkout=2024-03-01&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=053d7712a9fb0378&srepoch=1706979368&all_sr_blocks=938607905_366122920_2_0_0&highlighted_blocks=938607905_366122920_2_0_0&matching_block_id=938607905_366122920_2_0_0&sr_pri_blocks=938607905_366122920_2_0_0__297592&nad_id=5b24305d-9b62-4306-8933-bd9f7c9724d1_6&nad_cpc=0.67&nad_track=eyJyYW5rIjoxLCJrb2RkaVRyYWNraW5nSW5mbyI6IlB5UlVqV1o1YjJKVy9iU0pEa0U0TGh3SkJvWWYvTlNGL2JGN0owckZKaER1VGZyTExTNXk0N1gwUjdlbGFqNytMOXl0RStBdU9TK3psNGgzcXl2Y01jVnQvbFZRVXZ6dFRTVndxbkpHSnVEZ0p5R2Y0cHVKb2tzSE1hd1FDR21nU09kaFJpQU9SUDRJWGxKR3E1eUN2S2RWKzIwakJuSnBzeHVuc2dJY2hBY25obkluZlFQOWEzQnhZcmt4RWRGNUJkajhaSVBWTFFYckRmZDF6eTczMEZVNS82SlA5elRtL0tDeCtKcEd5SmN2QUlOV0RGVm9tN2ZDcWZ0RnZKcGphRXowaVJTblJLMEs2MEI0TWM5ZWdMM3pTdExlbVIrNzl5YlBoN3pxQVYxTEVQQjRzdjJxRkFmbFZXaVJJV3JuMU5MT1k5OUJNd2RvR3I2YXFGbk1Fb2h4R1Q2bGVaaGJza25zQ3VzNmNOVEhKNkhYTzE0Vk1QWEhySDlSWHRCSFlGU2JUSXlVaVBqWUwrTUZtcTNrOFlsY0lkeXdhMXpYdTd3VU95eFo5bitSWnkzd2lkbWMrWUNoUSt1Zk5JajBmRlNyN1JrRURJSXk0ekd4ZjNuVUpMc0o4NG9KaXIxby9SZ1l0bWNwR3lJOEs4U2FhZnc5eHI1bVppUm1OME8yWXhrRTd4OW1BWU9IdzhLWlRFemhYanZkMHE3eDNIWnNhODIyclpqOUFZYmMvZmZhVU1paUhJeGRNb0JpaGNaZVovSG9LeiswZ1pIcDlJanROTDVCRjFVT1A3RTI4cTlvOGQvU0J0aFpDbDNDNit1WmIwTE44bEo5RHV5cEpXanRDTHNUb2ROcWxIN0pnZzV3cnZ4SkFpK3lELzQ2YkRobEh3MmJCSENPUVhjUW0wNHlLUDNJNFhrQzZ2L3UyMnJzaGt3bUFHU2JtR0cweExtNG1IUHNQZFU1M0xnWFpHYTVCNEh1cFFXOVR2VFRBMUlZeE93VTg1Z1JrbVM1M3pSL0FzcHR5VDdIN0lvSDRGWHhGRzc5NzJlMUpRQWxtbjBYTHhEcnBNTE91eXo0WWtvTEExOGYwaGUrVlFFMU50M2ZtcGFXYWpwWXFNeldqWWRBVXVTcklJMVk0SU8yNG95TGp5MU80YXVzRSsxT0hjcG9WUkF1RnQ2K1ZZdUFQbFA5bnlNUFpVYnBiTmpjTTI4U3FPV0l4QVAxRzBjZGRQdVIybUtLODVDTTBGTzlZMVE5UVM2cElwZHBVM1Bva25sYXd4aFE4MGg2UzF0UU1oTGp2MjhkK2k3c0xSYzRzNVRBOW8zVE9uTFl5YUlpWitCZ0dlVlI1VUVRd0hXekdZNU5vZzk2RUFVQ1JVTzFmaVpDVGhFcEpjVklRS1B5VHhST1V3MFFYYXR5SVRFYkJqNHdjM21HcHhtWXZlR1BOYkV0a0pqR1phbHpMZVZPVVdYZHFqZFd2VmJkb3pva0FkTnNBR2ttUnUvME1kd05QUHdZK1QvcEY5OUZKb0lLbW84QVlYMVFGbWxnbHNyQTF4cnkyVm5Ed05PdmhsbkdrZVF3RDgyUGFpNkMyNlUwendLNk55YjE5SEpzUGJzd1RBY3ZMVTI1VUZQUlZLd09xSUZJR1RSS08rckNKMU5qRVVuQVpESStXZTh1RWx3ckJYaHZnbmlwNi9zZ3EvVFQyTGVNQ0xtVC9JVVR5bWh0L1FmL0tzd2MzNHhqSy9nWkJWUEg0b0lmMjkrQ3VhcFAxdGlBQUhrNTRiVERrOUJVNkdOWGwvWCs1YVZjN0laa2hTWlQzdUtyR1ZLK1Uzc2lUTWd2YzRUb0piUmRhRUoxYWJSc1J5UWZXSndjeEZiMll3MzZtWW5TQ3FuQ3dISDJLQy9ycmZadCtVUmNIdjRVVmY4ekpwdzRrSS9LMlNNU05sQ1lXUHRMQkU1eDJvSkRta3V2Uzc1N1RFclhjRGhaN2MzSGhTWjJXaWpJNkg1RE01aEpFNnpEN3BFZUJGOTNicm00TGhCeXQvaU5xZTM5YkFDR0ZZYUpWK09OL3A1MEdpUnVVdTdzL1B1UVZFN2x1Z1FyN0JGWTJhVDFqbzMwM01RdlpOb1RRYnYrSFV5ekxqc3AxNHFzOXYwZE1WWHg2endkODZBanlvZDc0WFEwK2lsTVQzeElYZVVXVTJTZ3FCU1dCb1dTV1dEdnQ5b1BsdEJaNjVuOU9DaStuZ1VSOUZTZXFGV0d4U21PVGE2RFBwTlNUMDNRM0dITGZjbzZVVmh3dEZ4b2JMSmZwakFBMm1OUjJJQTVIUlV1Z0JrbklTa3g1WjJyQkU3WENBanV6ZXRuVHN3dXdKZHdjS2pGREFKS3VsQWJPSlQxcVg5ZUs1SlhnVXVwT3hZOVUya0plTVk1clIyNEN1alpIWTNFV29ZblA3Nmh3OSsyT2xLcnR4ekI5NkZVaElyNk9zMzdSQ0l6eXNiYzB3S1RCR25DZ2ExT3ZrNS9QYVc3Y2hTSkIxRm94SHUxaTR3SjJZNWRncFFMZkpMbGtMM1lKL095YWpic2RRZWVNaG1QeVRmLytnbGlSTnBJM3YyOWtwbEZ2a0g3YmxEV3JCQm52dzA3WHo0Z3lIbWtiQ2dPRHZQVCtMN3EyZ0RiZ1dnWXRjcklxVEVaalB4RnNRek5vZDJCUWw5c25QalBJa0JYWDRoZ3Zkcm1ncmJyUHNlM2h4b0JoQzJPMHcrQXZRdm5ERG9Sbm5WaWNBSzB2elkwRE0rTXZ0OTVGRFJ6bkV6NDVFV2l1T2JTWmUwaElVMnJCTGhmTFRvaEhjem9DeXhESzY2ckRMSkt2UXYrWHVrTlMwTnZXbEIvaisxNnVOQk8yUEdGL1ZOOCtXOXk5Zng3Y1dIQTFIbk9FU2Z2Q0lKNndKZzVoVExHQjg2UDhDRGc5VHRGMXFlbmM3eTdTa1djYUFldDArN1UreFYrWWEyMWNnRWNmQzlRRGs5bS9OTENPanZUdzlhZVBwM3dUaTY3dUpvRkpaUGhubGNiSkxPQmxjMEFhZHhVUHFHb3hKdGZLMjRYczdZN3ljUkhYWThKeTJTNFdIQnJaYzBVb0U2SDRQT0FNRUY4V2UxWDE4SlJBWlAzNDFjOEllTVFZNEdjcmpPcWF2L2kwU1lsNFBvZmloaFlNRGNmQmowZklEWlB1ejRRcU5UWCtqd2NuR2Y4OXg1cXA0bXIvaGs4ZEk2c1dFNEdGcklWRWFQa1FtZHc1ZkduKzZNM2FTZm52S0k9In0%3D&from=searchresults#hotelTmpl,"Sonder Los Arcos dispone de alojamiento con wifi gratis en Barcelona. El alojamiento está muy bien situado, a menos de 1 km de Plaza Cataluña y a 15 min a pie de Teatro Tívoli. Cerca hay lugares de interés populares como Paseo de Gracia, Palacio de la Música Catalana y Portal del Ángel. El alojamiento está a menos de 1 km del centro de la ciudad y a 2 km de Platja de Sant Sebastià.

Las unidades están equipadas con aire acondicionado, TV de pantalla plana con canales por cable, cafetera, bañera o ducha, artículos de aseo gratuitos y escritorio. Todas las habitaciones tienen baño privado, secador de pelo y ropa de cama.

Cerca del alojamiento hay puntos de interés como Catedral de Barcelona, Mercado de la Boquería y Museo Picasso. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
The Streets Apartments Rambla,a 1 km del centro,"Ciutat Vella, Barcelona",€ 2.392,"9,2",2 de 5,194 comentarios,https://www.booking.com/hotel/es/the-streets-apartments-rambla-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApPg-a0GwAIB0gIkNzQzMzc4MTMtZmRjZC00ZWYwLTljNDktY2I1MTZiMDRmODM12AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-25&checkout=2024-03-01&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=053d7712a9fb0378&srepoch=1706979368&all_sr_blocks=997178905_372582803_2_0_0&highlighted_blocks=997178905_372582803_2_0_0&matching_block_id=997178905_372582803_2_0_0&sr_pri_blocks=997178905_372582803_2_0_0__239245&from=searchresults#hotelTmpl,"The Streets Apartments Rambla, que cuenta con terraza y wifi gratis, se encuentra en el centro de Barcelona, cerca de Platja de Sant Sebastià, Platja de Sant Miquel y Plaza Cataluña.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha, artículos de aseo gratuitos y secador de pelo.

Cerca del alojamiento hay puntos de interés como Teatro Tívoli, Paseo de Gracia y Palacio de la Música Catalana. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 14 km del alojamiento."
Hostal Las Flores Ramblas,"a 0,7 km del centro","Ciutat Vella, Barcelona",€ 1.564,"8,2",2 de 5,1.362 comentarios,https://www.booking.com/hotel/es/hostal-las-flores.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApPg-a0GwAIB0gIkNzQzMzc4MTMtZmRjZC00ZWYwLTljNDktY2I1MTZiMDRmODM12AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-25&checkout=2024-03-01&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=053d7712a9fb0378&srepoch=1706979368&all_sr_blocks=27593501_88496823_2_0_0&highlighted_blocks=27593501_88496823_2_0_0&matching_block_id=27593501_88496823_2_0_0&sr_pri_blocks=27593501_88496823_2_0_0__156356&from=searchresults#hotelTmpl,"Este céntrico hotel se encuentra en Las Ramblas de Barcelona, junto a la estación de metro de Liceu y a 50 metros del mercado de la Boquería. Ofrece habitaciones con aire acondicionado, conexión inalámbrica a internet gratuita y TV de pantalla plana.

Cerca del Hostal Las Flores Ramblas encontrará aparcamiento público. La estupenda ubicación de este hostal le permitirá desplazarse a pie a los principales lugares de interés de la ciudad.

La catedral de Barcelona está a 5 minutos a pie y la Sagrada Familia de Gaudí se encuentra a 10 minutos en metro o autobús.

Las Flores ofrece servicio de recepción las 24 horas, lo que le permitirá disfrutar de la vida nocturna del centro de Barcelona. Este hostal también ofrece guardaequipaje y mostrador de información turística."
Hostal Boqueria,"a 0,6 km del centro","Ciutat Vella, Barcelona",€ 1.624,"8,4",5 de 5,731 comentarios,https://www.booking.com/hotel/es/hostal-boqueria.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApPg-a0GwAIB0gIkNzQzMzc4MTMtZmRjZC00ZWYwLTljNDktY2I1MTZiMDRmODM12AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-25&checkout=2024-03-01&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=053d7712a9fb0378&srepoch=1706979368&all_sr_blocks=1487401_95139617_0_0_0&highlighted_blocks=1487401_95139617_0_0_0&matching_block_id=1487401_95139617_0_0_0&sr_pri_blocks=1487401_95139617_0_0_0__162411&from=searchresults#hotelTmpl,"Este establecimiento se encuentra en las Ramblas de Barcelona, a menos de 200 metros de la estación de metro Liceu. Ofrece habitaciones sencillas y cómodas, así como WiFi gratuita en todas las instalaciones.

Las habitaciones del Hostal Boqueria son funcionales y cuentan con aire acondicionado, calefacción, TV por cable y caja fuerte. Incluyen baño privado cuenta con secador de pelo. Las habitaciones con vistas a las Ramblas están sujetas a disponibilidad.

El Boqueria dispone de recepción 24 horas. Hay consigna de equipaje.

El establecimiento está situado en una zona céntrica, por lo que es ideal para visitar Barcelona. El mercado de la Boquería se encuentra al otro lado de las Ramblas. La catedral de Barcelona y el barrio gótico están a 5 minutos a pie del Hostal Boqueria."
Gran Hotel La Florida G.L Monumento,"a 5,9 km del centro","Horta-Guinardó, Barcelona",€ 2.118,"8,7",4 de 5,1.484 comentarios,https://www.booking.com/hotel/es/gran-la-florida.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApPg-a0GwAIB0gIkNzQzMzc4MTMtZmRjZC00ZWYwLTljNDktY2I1MTZiMDRmODM12AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-25&checkout=2024-03-01&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=053d7712a9fb0378&srepoch=1706979368&all_sr_blocks=9369901_91908501_0_2_0&highlighted_blocks=9369901_91908501_0_2_0&matching_block_id=9369901_91908501_0_2_0&sr_pri_blocks=9369901_91908501_0_2_0__211810&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Gran Hotel La Florida G.L Monumento, de 5 estrellas, se encuentra en la montaña del Tibidabo y ofrece vistas a Barcelona y al mar Mediterráneo. Los huéspedes tienen acceso gratuito al spa.

Las habitaciones de La Florida disponen de WIFI gratuita y TV de plasma interactiva de 37 pulgadas. Los baños cuentan con artículos de aseo de l'Occitane, bañera y ducha. Algunas también disponen de balcón privado.

Los huéspedes pueden admirar las vistas desde las terrazas y los jardines panorámicos de La Florida. El Spa by L'Occitane incluye una piscina de acero inoxidable, tanto cubierta como al aire libre. También dispone de bañera de hidromasaje, sauna, duchas de presión y una gran variedad de equipo de fitness.

El restaurante del hotel sirve platos gourmet de cocina catalana, española y mediterránea. También hay 2 bares."
Hotel Paxton Barcelona,"a 2,9 km del centro","Sant Martí, Barcelona",€ 4.162,"8,7",4 de 5,5.235 comentarios,https://www.booking.com/hotel/es/paxton-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApPg-a0GwAIB0gIkNzQzMzc4MTMtZmRjZC00ZWYwLTljNDktY2I1MTZiMDRmODM12AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-25&checkout=2024-03-01&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=053d7712a9fb0378&srepoch=1706979368&all_sr_blocks=621286106_242290573_2_2_0&highlighted_blocks=621286106_242290573_2_2_0&matching_block_id=621286106_242290573_2_2_0&sr_pri_blocks=621286106_242290573_2_2_0__416170&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Hotel Paxton Barcelona se encuentra en Barcelona, a 12 min a pie de Platja del Bogatell, y ofrece alojamiento con piscina de temporada al aire libre, parking privado, centro de fitness y salón de uso común. Este alojamiento ofrece restaurante, servicio de habitaciones y recepción 24 horas, además de wifi gratis en todo el alojamiento. Algunas habitaciones del alojamiento incluyen una terraza con vistas a la ciudad.

El hotel ofrece habitaciones con aire acondicionado, escritorio, cafetera, minibar, caja fuerte, TV de pantalla plana y baño privado con ducha. En Hotel Paxton Barcelona, cada habitación está equipada con ropa de cama y toallas.

En el alojamiento se puede disfrutar de un desayuno buffet.

Cerca del alojamiento hay puntos de interés como Playa de la Mar Bella, Platja de la Nova Icària y Port Olimpic. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 16 km del alojamiento."
Suite Home Sagrada Familia,"a 2,2 km del centro","Eixample, Barcelona",€ 5.310,"8,3",4 de 5,546 comentarios,https://www.booking.com/hotel/es/suite-home-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApPg-a0GwAIB0gIkNzQzMzc4MTMtZmRjZC00ZWYwLTljNDktY2I1MTZiMDRmODM12AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-25&checkout=2024-03-01&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=053d7712a9fb0378&srepoch=1706979368&all_sr_blocks=32587820_88497919_4_0_0&highlighted_blocks=32587820_88497919_4_0_0&matching_block_id=32587820_88497919_4_0_0&sr_pri_blocks=32587820_88497919_4_0_0__531025&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Situado en la arbolada avenida Gaudí, el Suite Home Barcelona está a sólo 250 metros de la catedral de la Sagrada Familia. Algunos apartamentos ofrecen vistas al famoso monumento de Barcelona, Algunos apartamentos ofrecen vistas al famoso monumento de Barcelona, Todos los apartamentos están completamente equipados y cuentan con aire acondicionado. El establecimiento proporciona conexión WiFi gratuita.

Los apartamentos presentan una decoración elegante con suelo de parquet y muebles contemporáneos e incluyen caja fuerte gratuita Zona de salón comedor de gran tamaño con TV de pantalla plana y reproductor de CD. Caja fuerte.

Los apartamentos también disponen de cocina con placa eléctrica, horno, lavavajillas y microondas. Hay lavadora y utensilios de planchado.

Los apartamentos de lujo del Suite Home se encuentran a pocos pasos de varios restaurantes, cafeterías y supermercados."
Gaudint Barcelona Suites,"a 3,6 km del centro","Horta-Guinardó, Barcelona",€ 1.654,"9,6",4 de 5,220 comentarios,https://www.booking.com/hotel/es/gaudint-barcelona-suites-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApPg-a0GwAIB0gIkNzQzMzc4MTMtZmRjZC00ZWYwLTljNDktY2I1MTZiMDRmODM12AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-25&checkout=2024-03-01&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=053d7712a9fb0378&srepoch=1706979368&all_sr_blocks=62308601_355664225_2_2_0&highlighted_blocks=62308601_355664225_2_2_0&matching_block_id=62308601_355664225_2_2_0&sr_pri_blocks=62308601_355664225_2_2_0__165400&from=searchresults#hotelTmpl,"Estos apartamentos presentan una decoración moderna y se encuentran junto al parque Guinardó, a 20 minutos a pie del famoso parque Güell de Gaudí. El centro histórico de Barcelona está a menos de 10 minutos en transporte público.

El Gaudint Barcelona Suites ofrece apartamentos de 1 dormitorio doble con aire acondicionado y WiFi gratuita.

Estos apartamentos elegantes disponen de una zona de estar cómoda con TV de pantalla plana. La zona de cocina está equipada con microondas, cocina de gas, lavadora y lavavajillas. Algunos incluyen bañera de hidromasaje y otros, una pequeña piscina cubierta privada.

El Gaudint Barcelona Suites está bien comunicado con el centro de la ciudad mediante transporte público. La estación de metro Guinardó I Hospital de Sant Pau, la más cercana, se halla a menos de 5 minutos a pie.

En los alrededores hay supermercados, bares y restaurantes."
Vincci Bit,"a 4,4 km del centro","Sant Martí, Barcelona",€ 1.979,"8,4",3 de 5,6.106 comentarios,https://www.booking.com/hotel/es/vincci-bit.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApPg-a0GwAIB0gIkNzQzMzc4MTMtZmRjZC00ZWYwLTljNDktY2I1MTZiMDRmODM12AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-25&checkout=2024-03-01&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=053d7712a9fb0378&srepoch=1706979368&all_sr_blocks=36066801_386868967_0_2_0&highlighted_blocks=36066801_386868967_0_2_0&matching_block_id=36066801_386868967_0_2_0&sr_pri_blocks=36066801_386868967_0_2_0__197884&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Vincci Bit se encuentra a tan solo 10 minutos andando de la playa de la Mar Bella. La estación de metro de El Maresme Forum está a 7 minutos a pie. El establecimiento cuenta con sauna, gimnasio y piscina en la azotea con vistas a la ciudad.

El restaurante sirve desayuno buffet y comidas a la carta, incluidos productos sin gluten. También hay salón, bar y servicio de habitaciones.

Las habitaciones del Vincci Bit son luminosas y cómodas, y disponen de aire acondicionado, TV de pantalla plana, carta de almohadas y minibar. Los baños privados incluyen ducha, secador de pelo y artículos de aseo gratuitos. Hay WiFi gratuita.

Hay varios bares, restaurantes y tiendas a pocos minutos a pie del hotel. El centro comercial Diagonal Mar está a solo 300 metros.

El Centro Internacional de Convenciones (CCIB) está a 9 minutos a pie del Vincci Bit. Se puede llegar al centro histórico de Barcelona en solo 15 minutos en metro o tranvía."
