Hotels,Distance,District,Price,Rating,Stars,Comments,Link,Descriptions
"Sir Victor Hotel, part of Sircle Collection","a 1,3 km del centro","Eixample, Barcelona",€ 1.167,"8,3",5 de 5,613 comentarios,https://www.booking.com/hotel/es/sir-victor.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aubz_60GwAIB0gIkODIzNzBkNDAtMmJjYi00YjJkLWFkNjUtYmZmNmJjZDJjZTA52AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=4407933cd6290136&srepoch=1707080188&all_sr_blocks=9387321_221123556_2_2_0&highlighted_blocks=9387321_221123556_2_2_0&matching_block_id=9387321_221123556_2_2_0&sr_pri_blocks=9387321_221123556_2_2_0__116734&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El establecimiento Sir Victor Hotel, part of Sircle Collection ofrece alojamiento elegante en Barcelona, en el paseo de Gracia, a 5 minutos a pie de La Pedrera de Gaudí. Además, tiene una piscina y una terraza en la azotea con vistas excelentes a Barcelona.

Las habitaciones del establecimiento Sir Victor Hotel, part of Sircle Collection presentan una decoración elegante y contemporánea. Las habitaciones ofrecen vistas al paseo de Gracia o al jardín interior del hotel. Todas cuentan con TV vía satélite, WiFi gratuita y baño amplio.

El spa está equipado con baños de vapor, sauna y gimnasio de última generación.

El bar restaurante del vestíbulo, el MR PORTER, ofrece una innovadora selección de platos para compartir.

La plaza de Cataluña y Las Ramblas están a 15 minutos a pie. La estación de metro de Diagonal queda a solo 70 metros del hotel."
Sonder Casa Luz,a 450 m del centro,"Eixample, Barcelona",€ 692,"8,4",4 de 5,2.672 comentarios,https://www.booking.com/hotel/es/casa-luz-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aubz_60GwAIB0gIkODIzNzBkNDAtMmJjYi00YjJkLWFkNjUtYmZmNmJjZDJjZTA52AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=4407933cd6290136&srepoch=1707080188&all_sr_blocks=596194816_328913233_2_2_0&highlighted_blocks=596194816_328913233_2_2_0&matching_block_id=596194816_328913233_2_2_0&sr_pri_blocks=596194816_328913233_2_2_0__69245&nad_id=66faacc6-27e8-4017-ac72-00dffdf5c85e_1&nad_cpc=0.88&nad_track=eyJyYW5rIjoxLCJrb2RkaVRyYWNraW5nSW5mbyI6IlB5UlVqV1o1YjJKVy9iU0pEa0U0TGh3SkJvWWYvTlNGL2JGN0owckZKaER1VGZyTExTNXk0N1gwUjdlbGFqNytMOXl0RStBdU9TK3psNGgzcXl2Y01jVnQvbFZRVXZ6dFRTVndxbkpHSnVEZ0p5R2Y0cHVKb2tzSE1hd1FDR21nU09kaFJpQU9SUDRJWGxKR3E1eUN2S2RWKzIwakJuSnBzeHVtc2dJWmh4ODRqbkUvWWdudFpYNHdZTFVzQU5sM0ROL3hJcHZhTHd2akMvWnZ3V0R5MTE0MTRyTkg4em1nNUt1MStKeEJ5NHdoUTRaVkdVaHlucTdQNytOSnU1TmpZa3pxaDFTd1ZhNEkrbDkyTFpSR21LcnhSTnJZbUFTZzhDL1BqYno2RDFNSUZlWnZwdm02QWdENFdDNkpPUzNxMElmSlpOd1ZLaGd3VGJtR3NWdWVFSmMrRlQvMk45TUp0aCsyQkw0K0lOVEJLckhaTlI4R0k3VGZwbUZLUjk0S2VVZU1USmVaaWQ3MEx2c1dqYXorOTRoZ0VzbWhMRVRjcHJKVk1URlVyV2VKWnlQKzJONko3SkhtVy9PZk9vYTFjRTZ3OXg4UFY1b3E0eisvTFh6REtyNFQ2SWNlcTQxazRBOWZybXcwRldJclBjeVVlTUVRZ0taeGVqbG9kRWE2WkFJVjVnZDlHcGFLMzhDQ1JrcW1SakhEeWJmL24zTjljdFd4L0lEMUg0aWY2ZUhOVGM2akFKOVNOOGw2aU5oUUovcmxPQzI0ajU3MW9wRG5LcWROQzA1VWJ1MXNvUDgvNnR6SkQ5QlBGazZPc3JmS05BbVA4Z3MzVzc3dGVpeTJHN2dCb2NCcGhpK08xbFFyOGFzUkFuYjRWcU54TG04a0RBNmJHSERCRDMwZG5GWS9QcnFjOG5JRjZ2L3V3bS85blVvcVJueUR6Q09oeExtL2duTDVJY2wreEtCQ2RtSzFTY3psb1FHeVFMU1NWaDFObjdsSzQ1Z1ppMnk2MFg0K1Y0cCt5VDdhLzUwQjlrZnVHSHVxc0Rud2JFWnF3VFJHZTArN3JOTER2RGJvWmtOR1RBQmJ3QUdzRmxkNGVKYldsNXFWZUR0Rjd0VGNrNUpURUtPK09JNWQ0NGk2OU4vQ25UdGNvK3lrQnVoQ0Y4OWdRa05uRm9YdEdzYWRNbHY4a0RZTGJ3cjlQZHplSW1NWG12aUoxZ0x3QUZwc1pQZUUwU1BPanBLSTEwNjRjd1ZZRDNieGVjVXdFMi9nbFhsVzFVOFp1d3N4SEVKQmNrU29vbDBVd3g3ZWZEOFZrcFhvclBpV1RWN3o4NEFVU081eFA5Vk0vMHRzd1cyZVBKQnhvbDk0WVJnNFF6UEtNRDFhZFJVc2Rjb1FhdW1wYVdJZlFnMFFYYTF3SWlvS0hpRTBjMktIcHhtYXZlR01JYjRxMjlhSU91aHVNTzhCR0hiTHVXa1ZwMCtlK21OaFRjWmtHbTB4UnUvbmY1MVBkLzhmcFdLcVFkcFVLc3Nja3M0SGVYY0JFRGg3eDRMTDF4bWd4bFdRbGRmaG5CYlVsSzExRDR5ZFlUelhrZjh4MVF5cEtqQ2dxVEU5WSswMFdnOC9JVnY4R0EyVkVPdGU2ZEFOWDNzVmRQL1FJaHB6RVZQYmZqVXRFdVVsWFVRbFVHUjN5SDZ2NGY0OXJPZUUwcnpERUtLRnBOeERtekErcGthNmZOd0c1TTBwZXBWT1FnQ0dvTjlKaVpiTzh1TjIxTVNRT2pwdDdiWHVtY1JkMG1JRHlPSHQ0TEpkcGNvdnpCOVJ3dnlSV2dhclZHc25RZDhpZU5TN0ovY0xLaDkxYWFaOFJDc1pSWmNMMDE3bUpGT3ExY0RTVXU2Umt5eXNabTI4NGJJN3lSUWVRZWtZVGYwMk9wc2dsNDNXM2lOeU1UcUFRZThlUUI0dGtOSVd4dzN6RFA0clpSeVBPenBLcW9XWDNISWpHV0NKckRZQWRyZ1FUdlBSNUlrZUJEVmtiNnZ0WmxZcWdLM0o2cTJvZEFxVWJZaUhGT3VFNTRCeUJ5QnlVT0tqbzdmR0dSanR1UVptb1JKQnhiTGl5OEw4M2RRcmZOMGRRdnptUVEvOWNYeHhrSlMzNVAwRExGM3o0RHdkaXQ4anlvWnQ5M0lyKzNrRkJERUtYYW8rYXpyaHFCV0JFWUtWQW5qM3Q3TjRzWUVRdTQ3cE9EMitoQThHc1V5R2xpSzFnM0RBVGJ6VFk4UUtCRURmbXpqYkFNSXdCZzRtOVU1Z2FyTk45M1ZYakNvaWs0MXpRbFIzNzBKOVUzMWlzZlB3UUQyQ0RnWGdqTG9hZE5jZndKZHdEZXVCTUIxS3ZGQm1iY1BXN2lFU2ZORUIxQis3SkJsdUNpNUdNZm8rc1FYK1FxK0ZENFhBVzVSeGQvbndncGJMTmtuZzRWcjM5N3dkeXRXbU9vVzhWaTRteHZyVy8xVFFWa2lGeU9SK3RFMDJaZWl2TlU3Q0EwWll4WExuMUl4OTJlWWFuWkFNTWRqeWtMM05Pdk9xYVRic1ptV2ViVktYdzJibjRrbzVFWVpGM3YrbDJjMFR2QURuYWdhZnJGNDNxUXdwSFFNNHpueXBiVGdDVjY2TTlyQzkzUmZJcUdFYmlkelZyam9ZMmVSZDVVL0Qvb1RRVkVGY2hPVE5OVlZYWEljZzY1Mmh5Nlc2TUlheG1RY1FtUytCMndMTzVsaW5TM1ZPeXpBaFl4dW5vem8rVFl6VTc4aDNFeTE5MDBUNTZVMnpwL1BPYmYxbWZBWDNWYTVUS1NNMlE1MjdUbTlUUHFpdkg3aGZyUWZwWHVsU0N4b3dRa1VqMytkNHFlcFAyK3lENmdKazh5OHl0YkluSVhqUjJFWE5JaTdzRmJKOG05SnNpVDNJUnRLVS9DM3g5VDVjeTdxd1FxdTdaVTNYUEhxczF1T1R1VU5FZXFpaWNnMFhjVFZxUEU5c2dZcWFielhkZzlxQ0VZejdWeTZLc3B0NGRzYnZoZ2xjYmVPUmxjMDZRc1pVT056N2tKVkhkVFJRcnJJMzM5TnhXcG83aWk3clZtZzBPNFljdjBXVS9zV0hKWDA5RTdCWno1MFBTcHZzNUZFNUVPRU1VY0RXL1QyeU82Q3oyeUEvcGFrZm5oaHJmMlVRVFdOTGFXWnhvU2xYNW9YTTgycGZ3RHpwOTFBaHQ0eVIvekluY2RqekhRSWRHcUVPV1B5aEQ5d1ZVcmJ3c1dObVVjeXRzQjFtamwzVlIyNnJodnhSdHRNcmRWWXBBZTVzWWc9PSJ9&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Sonder Casa Luz se encuentra en Barcelona y ofrece terraza, desayuno y servicio de limpieza gratuito. Los huéspedes podrán visitar el cercano museo de arte contemporáneo MACBA, el mercado de La Boquería y la Rambla del Raval.

El establecimiento alberga un restaurante.

Entre los sitios de interés cercanos al hotel están el paseo de Gracia, la Casa Batlló y la plaza de Cataluña. El aeropuerto de El Prat, situado a 14 km del Sonder l Casa Luz, es el más cercano."
La França Travellers Adults Only,a 2 km del centro,"Sants-Montjuïc, Barcelona",€ 588,"7,8",2 de 5,3.764 comentarios,https://www.booking.com/hotel/es/la-franca.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aubz_60GwAIB0gIkODIzNzBkNDAtMmJjYi00YjJkLWFkNjUtYmZmNmJjZDJjZTA52AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=4407933cd6290136&srepoch=1707080188&all_sr_blocks=90125605_204298366_0_2_0&highlighted_blocks=90125605_204298366_0_2_0&matching_block_id=90125605_204298366_0_2_0&sr_pri_blocks=90125605_204298366_0_2_0__58804&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"La França Travellers se encuentra junto a Montjiuic, a 10 minutos a pie de la plaza de España y la Fira de Barcelona. Ofrece aparcamiento privado gratuito y conexión WiFi gratis. La recepción abre las 24 horas.

Este establecimiento solo para adultos presenta una decoración moderna y dispone de habitaciones con aire acondicionado y TV de pantalla plana vía satélite. También hay baño privado con secador de pelo y artículos de aseo gratuitos. Todas las suites tienen bañera de hidromasaje, mientras que algunas incluyen cama redonda.

En las calles de los alrededores hay varios bares y restaurantes.

A solo 500 metros hay una parada de autobús con servicios regulares al aeropuerto."
Hotel Derby,"a 2,4 km del centro","Les Corts, Barcelona",€ 394,"8,3",4 de 5,2.172 comentarios,https://www.booking.com/hotel/es/derby.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aubz_60GwAIB0gIkODIzNzBkNDAtMmJjYi00YjJkLWFkNjUtYmZmNmJjZDJjZTA52AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=4407933cd6290136&srepoch=1707080188&all_sr_blocks=9004002_0_2_0_0&highlighted_blocks=9004002_0_2_0_0&matching_block_id=9004002_0_2_0_0&sr_pri_blocks=9004002_0_2_0_0__39353&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Derby está situado a 300 metros del centro comercial L'Illa Diagonal y a 20 minutos a pie del estadio Camp Nou del FC Barcelona. Todas las habitaciones disponen de aire acondicionado, TV de pantalla plana vía satélite y conexión gratuita a internet.

El elegante Derby Hotel tiene una impresionante colección de arte catalán, incluidas obras de Miró y Tàpies. Las habitaciones presentan un diseño funcional y suelo de parquet. Todas incluyen caja fuerte y minibar.

El Hotel Derby alberga la pizzería italiana Santa Napoli y la coctelería Lima Bruja, de estilo peruano.

Los huéspedes pueden acceder al gimnasio y la piscina del Gran Derby Hotel, situado a solo 10 metros. La estación de metro Hospital Clínic está a 800 metros, mientras que la Feria de Muestras de la Plaza de España se encuentra a 20 minutos a pie."
"Hotel Granados 83, a Member of Design Hotels","a 1,2 km del centro","Eixample, Barcelona",€ 600,"8,5",4 de 5,1.577 comentarios,https://www.booking.com/hotel/es/granados-83.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aubz_60GwAIB0gIkODIzNzBkNDAtMmJjYi00YjJkLWFkNjUtYmZmNmJjZDJjZTA52AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=4407933cd6290136&srepoch=1707080188&all_sr_blocks=9242501_120386905_0_2_0&highlighted_blocks=9242501_120386905_0_2_0&matching_block_id=9242501_120386905_0_2_0&sr_pri_blocks=9242501_120386905_0_2_0__60020&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Granados 83, situado a 250 metros de la estación de metro Diagonal de Barcelona, alberga un gimnasio pequeño, una terraza en la azotea equipada con una piscina pequeña y un bar de cócteles. Las habitaciones presentan un diseño de estilo zen y cuentan con TV LCD.

Este hotel de diseño tiene una impresionante fachada de vidrio y piedra y combina detalles neoclásicos con elementos naturales e industriales. Además, se ha convertido en un icono de la ciudad y tiene el estatus de monumento protegido. Los interiores del hotel reflejan un estilo art déco excelente.

Las habitaciones del Granados 83 presentan una decoración elegante con elementos de madera, piel y vidrio. Disponen de minibar, albornoz y zapatillas.

A unos 5 minutos a pie del alojamiento, en la Rambla de Cataluña, se pueden encontrar numerosos bares de tapas.

El alojamiento queda a 400 metros del paseo de Gracia, donde se pueden visitar los famosos edificios La Pedrera y Casa Batlló de Gaudí.

El hotel cuenta con recepción 24 horas y wifi gratuita en todas las zonas. También se facilita aparcamiento por un suplemento."
Pol & Grace Hotel,"a 2,5 km del centro","Sarrià-Sant Gervasi, Barcelona",€ 426,"8,4",4 de 5,2.522 comentarios,https://www.booking.com/hotel/es/guillermo-tell.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aubz_60GwAIB0gIkODIzNzBkNDAtMmJjYi00YjJkLWFkNjUtYmZmNmJjZDJjZTA52AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=4407933cd6290136&srepoch=1707080188&all_sr_blocks=9235702_91908354_0_2_0&highlighted_blocks=9235702_91908354_0_2_0&matching_block_id=9235702_91908354_0_2_0&sr_pri_blocks=9235702_91908354_0_2_0__42589&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Pol & Grace Hotel se encuentra a solo 100 metros de las estaciones de tren de Plaça Molina y Sant Gervasi de Barcelona. El establecimiento ofrece habitaciones amplias con aire acondicionado, TV de pantalla plana vía satélite y WiFi gratuita.

Este hotel moderno cuenta con biblioteca, zona de trabajo de uso gratuito y zona de exposición de obras de artistas locales. Además, hay servicio gratuito de café y té desde media mañana a disposición de los huéspedes.

Todas las habitaciones del Pol & Grace Hotel están insonorizadas y presentan una decoración funcional y moderna. Incluyen nevera pequeña, caja fuerte gratuita y regalo de bienvenida. Los baños están totalmente equipados con artículos de aseo.

El establecimiento sirve un desayuno buffet variado todas las mañanas. Además, el hotel cuenta con servicio de habitaciones. También dispone de recepción abierta las 24 horas con servicio de alquiler de coches, mostrador de información turística y aparcamiento privado.

La estación de metro de Fontana queda a 600 metros y ofrece conexiones directas con la plaza de Cataluña, las Ramblas y el parque Güell. Además, el establecimiento está a unos 2 minutos a pie del famoso barrio de Gracia, donde se pueden encontrar numerosas tiendas, restaurantes y bares."
"Hotel Balmes, a member of Preferred Hotels & Resorts",a 1 km del centro,"Eixample, Barcelona",€ 558,"8,4",4 de 5,3.415 comentarios,https://www.booking.com/hotel/es/balmesderby.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aubz_60GwAIB0gIkODIzNzBkNDAtMmJjYi00YjJkLWFkNjUtYmZmNmJjZDJjZTA52AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=4407933cd6290136&srepoch=1707080188&all_sr_blocks=9003918_118524835_0_2_0&highlighted_blocks=9003918_118524835_0_2_0&matching_block_id=9003918_118524835_0_2_0&sr_pri_blocks=9003918_118524835_0_2_0__55770&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Balmes se encuentra en el centro de Barcelona, ​​a 5 minutos a pie del famoso Paseo de Gracia. Ofrece piscina, centro de fitness y habitaciones modernas con TV vía satélite.

Las habitaciones del Hotel Balmes tienen una decoración sencilla y elegante y cuentan con suelo de parqué y aire acondicionado. Todas disponen de baño privado, TV de pantalla plana y wifi gratuita.

El bar B, al igual que el resto del alojamiento, está decorado con obras de arte africano.

La recepción está abierta las 24 horas y se ofrecen servicios de venta de entradas para visitas guiadas, espectáculos en directo y otros eventos. En el vestíbulo hay un ordenador de uso gratuito.

Este alojamiento está situado a menos de 10 minutos a pie de la Casa Batlló y La Pedrera de Gaudí. Las Ramblas y el encantador Barrio Gótico de Barcelona se hallan a unos 15 minutos a pie."
Wilson Boutique Hotel,"a 1,8 km del centro","Sarrià-Sant Gervasi, Barcelona",€ 511,"8,5",4 de 5,2.123 comentarios,https://www.booking.com/hotel/es/wilson.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aubz_60GwAIB0gIkODIzNzBkNDAtMmJjYi00YjJkLWFkNjUtYmZmNmJjZDJjZTA52AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=4407933cd6290136&srepoch=1707080188&all_sr_blocks=9046002_88492580_0_2_0&highlighted_blocks=9046002_88492580_0_2_0&matching_block_id=9046002_88492580_0_2_0&sr_pri_blocks=9046002_88492580_0_2_0__51116&from=searchresults#hotelTmpl,"El Wilson Boutique Hotel está situado en la avenida Diagonal de Barcelona, a 12 minutos a pie de La Pedrera, en el Paseo de Gracia. El establecimiento presenta una decoración elegante y ofrece WiFi gratuita y una terraza en la azotea con vistas impresionantes a la ciudad.

El Wilson Boutique Hotel dispone de habitaciones insonorizadas con un diseño elegante y contemporáneo. Todas ellas son luminosas y cuentan con ventanas grandes, TV de pantalla plana y aire acondicionado.

El hotel está a poca distancia a pie de la plaza de Cataluña, donde hay una gran variedad de tiendas y restaurantes.

El Wilson Boutique cuenta con excelentes conexiones de transporte público. Muchos autobuses, incluyendo el autobús turístico, paran frente al hotel.

En el vestíbulo hay un ordenador y una impresora de uso gratuito. El mostrador de información turística proporciona información sobre los lugares de interés de Barcelona, ​​como la Casa Batlló de Gaudí, situada a unos 20 minutos a pie del Wilson. La estación de metro Diagonal se halla a 750 metros."
NH Sants Barcelona,"a 2,7 km del centro","Les Corts, Barcelona",€ 551,"8,5",4 de 5,3.062 comentarios,https://www.booking.com/hotel/es/nh-sants-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aubz_60GwAIB0gIkODIzNzBkNDAtMmJjYi00YjJkLWFkNjUtYmZmNmJjZDJjZTA52AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=4407933cd6290136&srepoch=1707080188&all_sr_blocks=9076202_93709023_0_2_0&highlighted_blocks=9076202_93709023_0_2_0&matching_block_id=9076202_93709023_0_2_0&sr_pri_blocks=9076202_93709023_0_2_0__55121&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El NH Sants Barcelona está situado a 400 metros de la estación de Sants de Barcelona y ofrece habitaciones modernas con aire acondicionado, WiFi gratuita, TV de pantalla plana y baño privado.

El hotel tiene un restaurante que sirve cocina mediterránea fresca. Hay un bar cafetería de ambiente relajado. Los huéspedes también pueden disfrutar de un desayuno saludable. El restaurante permanece cerrado durante los meses de verano.

El NH Sants de Barcelona se encuentra en una zona tranquila de Les Corts, el distrito financiero de Barcelona, a menos de 15 minutos en metro del centro de Barcelona. Está a 300 metros de la estación de metro de Plaça del Centre, que conecta con el estadio del FC Barcelona."
Feelathome Plaza Apartments,"a 2,7 km del centro","Sants-Montjuïc, Barcelona",€ 506,"8,3",4 de 5,1.666 comentarios,https://www.booking.com/hotel/es/feelathome-plaza-apartments.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Aubz_60GwAIB0gIkODIzNzBkNDAtMmJjYi00YjJkLWFkNjUtYmZmNmJjZDJjZTA52AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-14&checkout=2024-02-18&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=4407933cd6290136&srepoch=1707080188&all_sr_blocks=101541505_91476545_2_0_0&highlighted_blocks=101541505_91476545_2_0_0&matching_block_id=101541505_91476545_2_0_0&sr_pri_blocks=101541505_91476545_2_0_0__50570&from=searchresults#hotelTmpl,"El Feelathome Plaza Apartments ofrece apartamentos con conexión Wi-Fi gratuita y calefacción. Los apartamentos están a 100 metros de la estación de metro de Hostafrancs y a 650 metros de la Plaza España y del centro de congresos Fira de Barcelona.

Los apartamentos presentan una decoración elegante e incluyen zona de estar, TV de pantalla plana con canales vía satélite y reproductor de DVD. La mayoría de los apartamentos disponen de balcón o terraza y todos tienen acceso a una terraza en la azotea de uso común con vistas a la zona.

Los apartamentos tienen zona de comedor y cocina equipada con lavadora, horno y cafetera, así como baño con ducha. La ropa de cama y las toallas están incluidas.

Hay varios restaurantes y tiendas a 3 minutos a pie del establecimiento. Los apartamentos están a 3 km de la Plaza de Cataluña y del centro de Barcelona. La estación de tren de Sants se halla a 10 minutos a pie del establecimiento."
